"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Gender","UKRN","timepoint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Awareness_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Awareness_Completed"
40,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
43,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,1,1
45,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
46,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
47,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
48,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
50,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
51,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
53,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
54,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
55,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
56,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
58,"UKRN09",NA,NA,"Year 1",NA,NA,"3","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
59,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
60,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
63,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
64,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,0,1
65,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
66,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
68,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
70,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
71,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
73,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
76,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
82,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
83,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
85,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,1,0,1
91,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
93,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
97,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
100,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
101,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
106,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
107,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
109,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,1,0,1
110,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
111,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
112,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
113,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
114,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
122,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,1,1
123,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
124,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
125,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
126,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
128,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
129,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
132,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
135,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
137,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
138,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
139,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
141,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
143,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
145,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
146,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
268,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
270,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
271,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
272,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1
273,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
274,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
277,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
279,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
283,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
284,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
285,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
289,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
291,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
293,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1
297,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
298,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
300,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
304,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
309,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,0,1
310,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
311,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
314,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
315,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
316,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
320,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
325,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
328,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
329,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
330,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
331,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
334,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
339,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
340,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
346,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,1,0,1
354,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1
356,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
359,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
360,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
365,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
367,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
369,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,0,1
371,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
373,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
374,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
376,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
377,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
379,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
385,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,1,0,1
386,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
388,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
389,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
393,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
398,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
399,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
403,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
405,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
407,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
409,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
412,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
413,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
414,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
415,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
417,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
418,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
423,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
427,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
428,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
429,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
475,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
476,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
478,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
480,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
482,"UKRN01",NA,NA,"Year 1",NA,NA,"3","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
483,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
488,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
491,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
492,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
493,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
496,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
500,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
501,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
503,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
504,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
506,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
511,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
517,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
520,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
523,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
524,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
526,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
528,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
529,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
532,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
533,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
538,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
543,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
544,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
546,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
548,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
549,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
550,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
551,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
552,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
556,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
558,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
559,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
561,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
562,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
563,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
565,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
566,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
567,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
568,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
569,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
570,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
571,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
574,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
576,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1
577,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
578,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
579,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
581,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
582,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
584,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,0,0,1
585,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,1,0,0,1
586,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
588,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
591,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,0,1
592,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
593,"UKRN08",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
594,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
600,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
601,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
602,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
604,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
605,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
610,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
612,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
614,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,1,1,1
615,"UKRN08",NA,NA,"Year 1",NA,NA,"3","UKRN",3,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1
616,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
617,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
622,"UKRN08",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,0,1
623,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,0,0,NA,0,1,1
624,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
629,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
630,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
632,"UKRN08",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
634,"UKRN08",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,8,1,1,0,1,0,1
