"applicability","applicability_Completed","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Awareness_Completed","Awareness_Score_Total","comments","Course_Duration","Course_Name","crisis_aware","crisis_aware_Completed","crisis_explain","crisis_explain_Completed","crisis_learnt","crisis_learnt_Completed","Current_Year","Duration_Seconds","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Experience_Completed","Experience_Score_Total","Finished","Full_Part","Gender","ID","include","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","Knowledge_Completed","Knowledge_Score_Mean","Knowledge_Score_Total","os_explain","os_explain_Completed","os_learnt","os_learnt_Completed","Perception_1","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_Completed","Perception_Score_Mean","Perception_Score_Total","Progress","PTY","PTY_Other","timepoint","UKRN","understanding_crisis","Uni"
1,1,1,0,1,1,0,1,1,1,1,6,"",3,"psychology BSC",0,1,9999,0,NA,0,"Year 1",577,0,0,1,0,0,0,1,0,1,2,1,"Full-time","Female",495,1,1,-1,1,-1,0,-1,0,0,1,-0.125,-1,1,1,0,1,1,0,1,1,1,2,0,1,1,1,0,0,0,1,0,1,1,0.6875,11,100,"Yes","",1,"UKRN","","UKRN01"
1,1,1,1,1,1,0,0,0,1,1,5,"",3,"Psychology BSc",1,1,0,1,1,1,"Year 2",670,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",497,1,1,1,1,1,-1,-1,1,1,1,0.5,4,0,1,0,1,1,1,-1,2,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,0.4375,7,100,"No","",1,"UKRN","When people copy each otherâ€™s research ","UKRN03"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"Sociology with Social Psychology",1,1,0,1,1,1,"Year 2",358,1,0,1,0,1,0,0,1,1,4,1,"Full-time","Female",500,1,1,-1,-1,-1,-1,-2,1,1,1,-0.375,-3,1,1,1,1,1,-1,1,1,1,0,-1,-1,2,1,1,1,0,1,-2,-2,1,0.1875,3,100,"No","",1,"UKRN","To see if results are the same after being replicated.","UKRN05"
1,1,0,0,1,0,1,1,0,1,1,4,"The questions were slightly confusing and too general at times",3,"BA Hons Psychology and Linguistics",1,1,0,1,1,1,"Year 1",843,0,0,1,0,1,1,0,0,1,3,1,"Full-time","Female",503,1,2,0,1,-2,-1,1,1,0,1,0.25,2,0,1,0,1,2,0,1,2,1,2,-2,1,2,0,-1,0,2,1,1,-1,1,0.6875,11,100,"No","",1,"UKRN","a recent crisis where many studies are being replicated but the results in those studies do not have a high enough replicability rate","UKRN03"
0,1,1,0,1,0,0,1,0,1,1,4,"",3,"Psychology BSc Hons",1,1,1,1,0,1,"Year 1",433,0,1,0,1,1,0,1,0,1,4,1,"Full-time","Female",504,1,1,1,1,-2,-2,1,-1,-1,1,-0.25,-2,1,1,0,1,2,-1,1,1,1,-1,0,-1,1,1,1,1,1,2,1,1,1,0.6875,11,100,"No","",1,"UKRN","An event which occurs where the exact procedure is replicated in another study, however different results are obtained without reason.","UKRN03"
1,1,1,1,1,1,0,1,0,1,1,6,"",3,"Psychology",1,1,1,1,1,1,"Year 1",470,0,0,1,0,0,1,0,0,1,2,1,"Full-time","Male",505,1,2,1,1,2,2,1,0,1,1,1.25,10,0,1,0,1,2,2,-1,2,0,-1,-1,2,1,1,2,1,1,1,0,1,1,0.8125,13,100,"No","",1,"UKRN","Broad failure across the discipline to replicate/reproduce research findings","UKRN03"
1,1,1,1,1,1,0,1,1,1,1,7,"",3,"BSc Hons Psychology Full Time",1,1,1,1,1,1,"Year 2",710,1,1,1,0,0,0,0,0,1,3,1,"Full-time","Female",507,1,1,2,2,1,-1,0,2,2,1,1.125,9,1,1,1,1,2,0,2,2,2,2,-1,-1,1,2,2,2,1,0,0,1,1,1.0625,17,100,"No","",1,"UKRN","Many studies do not replicate and there is a bias to publish positive results over negative results","UKRN03"
1,1,1,1,1,1,0,1,1,1,1,7,"",3,"Psychology and Linguistics",1,1,1,1,1,1,"Year 1",386,0,0,0,0,1,0,0,0,1,1,1,"Full-time","Female",544,1,2,1,0,0,-1,1,2,1,1,0.75,6,1,1,0,1,2,1,1,2,1,2,-1,-1,2,2,1,1,1,1,0,2,1,1.0625,17,100,"No","",1,"UKRN","Key studies in Psychology were replicated, but the results produced were not the same as the original studies. This puts into question conclusions that were made by key figures in Psychology.","UKRN03"
1,1,0,0,1,1,0,0,0,1,1,3,"",3,"Psychology (BSc)",1,1,1,1,1,1,"Year 1",526,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",547,1,1,1,2,-2,-2,1,0,-2,1,-0.125,-1,0,1,0,1,2,1,1,2,1,-1,-1,-2,1,1,2,-1,1,2,2,2,1,0.8125,13,100,"No","",1,"UKRN","A problem in which it is difficult to replicate the findings of a lot of studies","UKRN05"
1,1,1,1,1,0,1,1,0,1,1,6,"",3,"BA Hons Psychology and Management ",1,1,0,1,0,1,"Year 1",626,0,1,1,0,0,1,0,1,1,4,1,"Full-time","Female",548,1,2,2,-2,-2,-1,1,0,2,1,0.25,2,1,1,0,1,2,2,0,2,1,-2,-1,-2,2,2,1,2,1,1,-1,1,1,0.6875,11,100,"No","",1,"UKRN","When other researchers cannot actually reproduce previous scientific studies ","UKRN03"
NA,0,1,0,1,0,0,1,0,1,1,4,"",3,"Psychology ",NA,0,9999,0,NA,0,"Year 1",271,1,0,1,0,0,1,0,1,1,4,0,"Full-time","Female",573,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,2,1,1,1,1,1,-1,0,2,1,1,0,0,1,0,1,1,0.75,12,51,"No","",1,"UKRN","","UKRN05"
NA,0,1,1,1,1,1,1,1,1,1,8,"",3,"BSc Psychology",NA,0,9999,0,NA,0,"Year 1",456,1,0,1,0,0,0,0,0,1,2,0,"Full-time","Female",576,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,2,1,2,1,2,-2,1,-1,2,1,1,1,2,-1,-1,2,1,0.8125,13,51,"Yes","",1,"UKRN","","UKRN05"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"MPsych Psychology ",1,1,1,1,1,1,"Year 2",376,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female ",578,1,1,1,2,2,-1,2,1,1,1,1.125,9,0,1,1,1,1,1,1,2,2,1,0,-1,2,1,1,1,1,1,2,1,1,1.0625,17,100,"No","",1,"UKRN","Lots of classic studies have not had their finding a replicated in recent years ","UKRN03"
0,1,1,1,0,1,1,1,1,0,1,6,"",4,"Psychology",0,1,9999,0,NA,0,"Year 1",354,0,0,1,0,0,0,0,1,1,2,1,"Full-time","",580,1,1,0,1,1,-1,0,1,0,1,0.375,3,1,1,0,1,2,1,2,2,1,-1,-1,-1,1,1,0,1,1,1,1,2,1,0.8125,13,100,"Other (Please specify)","MSci",1,"UKRN","","UKRN05"
NA,0,0,0,0,0,0,0,0,0,1,0,"",3,"Bsc psychology ",NA,0,9999,0,NA,0,"Year 1",296,0,0,0,0,0,0,0,0,1,0,0,"Full-time","Female",584,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,2,1,1,2,0,-1,-1,-1,2,1,2,1,1,1,1,1,1,0.8125,13,49,"No","",1,"UKRN","","UKRN03"
0,1,0,0,1,0,1,1,1,1,1,5,"",3,"Psychology",0,1,9999,0,NA,0,"Year 1",717,0,0,1,0,0,0,0,1,1,2,1,"Full-time","Female",594,1,1,1,-1,-2,-2,0,2,1,1,0,0,0,1,0,1,2,-1,1,2,0,-1,-2,-1,2,1,1,0,0,2,-1,0,1,0.3125,5,100,"No","",1,"UKRN","","UKRN05"
NA,0,1,1,1,0,0,1,0,1,1,5,"",3,"Psychology ",NA,0,9999,0,NA,0,"Year 2",247,1,0,0,0,0,0,0,0,1,1,0,"Full-time","Female ",595,1,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,1,-2,-1,1,0,1,-2,-2,1,1,0,1,1,2,1,1,1,0.25,4,59,"No","",1,"UKRN","","UKRN03"
NA,0,1,0,1,0,0,0,0,0,1,2,"",3,"Psychology",NA,0,9999,0,NA,0,"Year 1",668,0,0,0,0,0,0,0,0,1,0,0,"Full-time","Female",596,1,0,0,1,-2,NA,NA,NA,NA,0,-0.25,NA,NA,0,NA,0,0,1,-1,1,0,0,-1,-1,-1,0,0,0,0,1,0,1,1,0,0,65,"No","",1,"UKRN","","UKRN05"
NA,0,1,0,1,1,1,0,0,1,1,5,"",3,"Psychology ",NA,0,9999,0,NA,0,"Year 2",244,0,0,0,0,0,0,0,0,1,0,0,"Full-time","Female",620,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,1,0,1,2,2,1,0,-1,2,1,1,0,-1,1,1,0,1,0.6875,11,51,"No","",1,"UKRN","","UKRN03"
1,1,1,1,0,1,1,1,1,0,1,6,"",4,"Psychology BSc",0,1,9999,0,NA,0,"Year 2",772,0,0,1,0,0,0,0,1,1,2,1,"Full-time","Female",622,1,1,1,1,1,-1,-1,1,0,1,0.375,3,0,1,0,1,1,-1,1,1,0,1,1,-2,1,2,1,1,1,1,1,1,1,0.6875,11,100,"Yes","",1,"UKRN","","UKRN01"
1,1,0,0,0,0,0,0,0,0,1,0,"",3,"Psychology",1,1,0,1,1,1,"Year 2",715,1,1,1,1,1,1,1,1,1,8,1,"Full-time","Male",631,1,1,1,0,0,-2,-2,1,0,1,-0.125,-1,1,1,1,1,2,2,2,2,2,2,-1,-2,2,1,0,1,1,1,-1,1,1,0.9375,15,100,"No","",1,"UKRN","it is hard to replicate a study","UKRN04"
1,1,1,0,1,0,0,0,0,1,1,3,"",3,"Psychology and Linguistics",1,1,1,1,1,1,"Year 1",301,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",633,1,-1,1,1,-1,-2,1,1,1,1,0.125,1,0,1,0,1,2,1,1,2,0,-1,0,-1,2,1,1,1,1,1,1,2,1,0.875,14,100,"No","",1,"UKRN","a test conducted by various psychologists to see if the results from previous studies were still accurate today. they found that 60% of studies weren't replicable","UKRN03"
1,1,1,1,0,1,1,1,1,1,1,7,"",3,"Psychology",1,1,1,1,1,1,"Year 2",628,0,0,1,0,0,0,0,0,1,1,1,"Full-time","Female",634,1,-2,0,2,2,-1,1,2,1,1,0.625,5,1,1,1,1,2,0,2,2,1,2,-2,-1,2,2,1,1,1,0,-1,-1,1,0.6875,11,100,"No","",1,"UKRN","Results are not able to be replicated ","UKRN04"
1,1,1,1,1,0,0,1,1,1,1,6,"",4,"Psychology (with Professional Placement) BSc",0,1,9999,0,NA,0,"Year 2",311,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",636,1,1,1,2,-2,-2,1,2,0,1,0.375,3,0,1,0,1,1,-2,2,2,1,2,-2,-2,2,1,-1,2,0,2,0,1,1,0.5625,9,100,"Yes","",1,"UKRN","","UKRN07"
1,1,0,0,0,0,0,0,0,0,1,0,"",3,"BSc Psychology",0,1,9999,0,NA,0,"Year 2",341,1,1,1,0,0,1,0,0,1,4,1,"Full-time","Female",637,1,1,1,1,1,1,2,-1,1,1,0.875,7,1,1,0,1,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.8125,13,100,"No","",1,"UKRN","","UKRN07"
1,1,0,0,1,0,0,1,1,1,1,4,"",3,"BSc Psychology and Language Sciences",0,1,9999,0,NA,0,"Year 2",543,0,0,0,0,0,0,0,0,1,0,1,"Full-time","female",639,1,2,1,2,-1,1,1,0,1,1,0.875,7,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,2,1,1,1,16,100,"No","",1,"UKRN","","UKRN07"
1,1,1,1,1,0,0,1,1,1,1,6,"",3,"Bsc",0,1,9999,0,NA,0,"Year 2",349,0,0,0,1,1,0,0,0,1,2,1,"Full-time","female",643,1,2,1,-1,-2,-2,-1,-1,0,1,-0.5,-4,0,1,0,1,2,1,-1,2,-1,-2,-1,-1,2,2,1,2,1,2,-1,1,1,0.5625,9,100,"No","",1,"UKRN","","UKRN07"
0,1,0,0,1,0,0,0,1,1,1,3,"",3,"BSc Psychology",0,1,9999,0,NA,0,"Year 1",405,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",646,1,2,1,1,0,1,0,0,0,1,0.625,5,0,1,0,1,2,0,-1,1,1,0,0,0,2,0,1,0,0,1,1,1,1,0.5625,9,100,"Other (Please specify)","Includes 80hr placement in 2nd year",1,"UKRN","","UKRN07"
1,1,1,1,1,0,1,1,1,1,1,7,"",4,"BSc (Hons) Psychology",1,1,0,1,0,1,"Year 1",307,0,0,0,1,0,0,0,0,1,1,1,"Full-time","Female",648,1,1,-1,1,1,1,1,2,2,1,1,8,0,1,0,1,2,1,2,-1,1,-2,1,-1,1,2,-1,1,1,1,-1,2,1,0.5625,9,100,"Yes","",1,"UKRN","Repeating of a research / study","UKRN02"
1,1,1,1,1,0,1,1,0,0,1,5,"",2,"Psychology ",0,1,9999,0,NA,0,"Year 1",379,0,0,0,1,0,0,1,1,1,3,1,"Full-time","Female",649,1,1,-2,1,-1,0,2,2,0,1,0.375,3,1,1,1,1,1,-2,1,2,-1,0,1,0,-2,2,-2,0,0,0,1,1,1,0.125,2,100,"No","",1,"UKRN","","UKRN01"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"Psychology",1,1,0,1,0,1,"Year 1",372,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",653,1,1,-1,1,0,0,-1,1,0,1,0.125,1,0,1,0,1,-1,1,2,2,0,-1,-1,-1,1,-1,0,0,0,2,1,1,1,0.3125,5,100,"No","",1,"UKRN","When studies cannot be replicated ","UKRN04"
1,1,1,0,1,0,1,1,0,1,1,5,"",3,"Education and psychology ",0,1,9999,0,NA,0,"Year 1",364,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",654,1,1,1,1,1,-1,1,1,1,1,0.75,6,0,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0.625,10,100,"No","",1,"UKRN","","UKRN04"
1,1,1,0,1,1,0,1,0,1,1,5,"",3,"education and psychology",1,1,1,1,1,1,"Year 1",596,0,1,0,0,1,0,1,0,1,3,1,"Full-time","female",656,1,1,1,1,1,0,1,1,0,1,0.75,6,0,1,0,1,2,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0625,17,100,"No","",1,"UKRN","many replications of studies are unsuccessful, meaning replications have failed to find effects that earlier study claimed or an effect was found when previous research found no effect","UKRN04"
1,1,1,1,1,1,1,1,0,1,1,7,"",3,"Psychology BSc",1,1,0,1,1,1,"Year 1",1026,0,0,1,1,0,1,0,1,1,4,1,"Full-time","Female",658,1,2,1,2,1,-2,1,1,1,1,0.875,7,1,1,1,1,2,-2,0,2,2,1,-1,-2,-1,1,-2,-1,2,1,-1,2,1,0.1875,3,100,"No","",1,"UKRN","Inaccuracies in replication or studies","UKRN04"
1,1,1,1,0,1,1,1,1,1,1,7,"",3,"Psychology Bsc",0,1,9999,0,NA,0,"Year 1",882,0,0,1,0,0,0,0,0,1,1,1,"Full-time","Female ",659,1,1,1,1,1,-1,1,1,1,1,0.75,6,0,1,0,1,1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,0.6875,11,100,"No","",1,"UKRN","","UKRN04"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"Psychology",1,1,1,1,1,1,"Year 1",365,1,1,1,0,0,0,0,0,1,3,1,"Full-time","Female",660,1,2,2,2,2,0,1,1,2,1,1.5,12,1,1,1,1,2,2,1,2,2,1,-1,-1,2,2,2,1,1,1,1,2,1,1.25,20,100,"No","",1,"UKRN","Influential studies that when repeated often turn out to be non replicable, usually due to questionable research practices","UKRN04"
1,1,0,0,0,0,0,0,0,1,1,1,"",3,"Psychology",0,1,9999,0,NA,0,"Year 1",321,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",661,1,2,1,2,-2,-2,0,2,2,1,0.625,5,0,1,0,1,2,2,2,2,-2,2,-1,-2,2,2,2,2,2,2,2,2,1,1.3125,21,100,"No","",1,"UKRN","","UKRN04"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"Psychology ",0,1,9999,0,NA,0,"Year 1",349,1,0,0,0,0,1,0,0,1,2,1,"Full-time","male",664,1,1,1,0,-1,0,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,-1,1,-1,2,-1,-1,1,-1,1,-1,1,-2,1,1,0,0,100,"No","",1,"UKRN","","UKRN04"
1,1,1,0,1,0,0,0,1,1,1,4,"",3,"Psychology and criminology ",1,1,9999,0,0,1,"Year 1",313,0,1,0,1,1,1,0,0,1,4,1,"Full-time","Female ",667,1,1,-1,0,-1,-1,1,1,1,1,0.125,1,0,1,1,1,2,-1,2,-2,2,-2,0,-1,1,1,-2,2,0,2,-1,0,1,0.1875,3,100,"No","",1,"UKRN","","UKRN04"
1,1,1,1,0,1,1,1,1,0,1,6,"",3,"Psychology BCs",1,1,9999,0,1,1,"Year 1",301,0,0,1,0,0,0,0,1,1,2,1,"Full-time","Female ",669,1,1,0,-1,-1,-1,-1,0,-1,1,-0.5,-4,0,1,0,1,2,0,1,2,1,0,-2,-1,2,1,1,0,2,0,-1,1,1,0.5625,9,100,"No","",1,"UKRN","","UKRN04"
1,1,1,1,1,1,0,1,1,1,1,7,"",3,"BSc (Hons) Psychology",1,1,1,1,1,1,"Year 1",378,1,0,1,0,1,1,0,1,1,5,1,"Full-time","Female",670,1,2,2,2,1,-1,2,2,1,1,1.375,11,1,1,1,1,2,2,2,2,1,2,-1,-1,2,1,2,2,1,2,1,1,1,1.3125,21,100,"No","",1,"UKRN","The issue that many studies cannot be replicated","UKRN04"
1,1,1,1,1,0,1,0,0,1,1,5,"",3,"Psychology",1,1,1,1,1,1,"Year 1",418,0,1,1,0,0,0,0,1,1,3,1,"Full-time","female",673,1,2,2,2,1,-2,1,2,2,1,1.25,10,1,1,1,1,2,1,1,2,2,2,-1,-1,1,2,1,1,1,0,-1,1,1,0.875,14,100,"Yes","",1,"UKRN","many studies have been manipulated by the original researchers to make them look better and made so that people cannot replicate them","UKRN04"
1,1,1,1,0,1,1,0,1,0,1,5,"",3,"Psychology Bsc",1,1,1,1,1,1,"Year 1",618,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female ",676,1,2,2,0,-1,-2,0,2,2,1,0.625,5,0,1,0,1,2,1,1,2,-1,2,-1,-2,2,1,2,-1,2,1,-1,0,1,0.625,10,100,"No","",1,"UKRN","Difficult to replicate or reproduce the same or similar results or previous studies. ","UKRN04"
1,1,1,1,1,1,1,1,0,1,1,7,"",3,"BSc Psychology",1,1,1,1,0,1,"Year 1",448,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Woman",677,1,2,2,2,1,-2,2,2,2,1,1.375,11,1,1,0,1,2,-2,1,2,1,1,-1,-2,2,1,2,2,1,-1,-1,0,1,0.5,8,100,"No","",1,"UKRN","A large number of studies within the social sciences are unable to be replicated with the same results reproduced","UKRN07"
1,1,1,1,1,1,1,0,1,1,1,7,"Undergraduate students should be looking to replicate past research as part of their research project to assist in improving the reliability and validity of these past researches.  Also, the powers that be; who make the decision on what new research should be published should also invest, support and encourage the efforts required for replications.",3,"Psychology",1,1,1,1,1,1,"Year 1",1294,0,0,1,0,1,0,0,0,1,2,1,"Full-time","female",695,1,2,2,-2,1,1,2,1,1,1,1,8,0,1,1,1,1,2,2,2,2,2,-1,-2,2,2,2,2,2,-1,1,2,1,1.25,20,100,"Other (Please specify)","Optional",1,"UKRN","A lot of previous research done in the past when replicated exactly as the original, have been found not to conclude the same answer; questioning the reliability of the research.","UKRN04"
1,1,1,1,0,1,1,0,1,0,1,5,"",3,"Mathematics and Psychology ",0,1,9999,0,NA,0,"Year 2",566,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",700,1,2,0,1,0,-1,-1,0,0,1,0.125,1,0,1,0,1,2,0,1,2,-1,1,-2,0,2,-1,1,0,2,-1,-1,-2,1,0.1875,3,100,"No","",1,"UKRN","","UKRN07"
0,1,1,1,1,0,0,1,1,1,1,6,"",3,"Psychology",1,1,0,1,1,1,"Year 1",1329,0,0,0,1,1,0,0,0,1,2,1,"Full-time","Female ",702,1,-1,-1,0,1,-1,-1,0,0,1,-0.375,-3,1,1,1,1,2,-2,1,0,1,1,1,1,1,0,-2,1,1,0,-1,1,1,0.375,6,100,"No","",1,"UKRN","Copy from the others","UKRN04"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"Psychology ",1,1,1,1,1,1,"Year 1",510,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",714,1,-1,-1,1,-1,-1,-1,1,0,1,-0.375,-3,0,1,1,1,1,-1,1,1,1,1,1,-2,0,0,0,-1,1,2,-1,0,1,0.25,4,100,"No","",1,"UKRN","Previous studies that arenâ€™t replicable now makes the reliability and validity of those studies lower if other researchers canâ€™t get the same results","UKRN08"
1,1,1,1,0,1,0,1,0,1,1,5,"",3,"Psychology",1,1,1,1,1,1,"Year 2",625,0,0,1,0,0,0,0,0,1,1,1,"Full-time","Male",715,1,2,1,0,1,-1,-2,2,1,1,0.5,4,1,1,1,1,2,-1,2,2,1,2,1,1,2,0,2,1,0,1,1,1,1,1.125,18,100,"Yes","",1,"UKRN","The issue of replications studies not giving the same results as the original studies. ","UKRN08"
1,1,1,0,0,1,1,0,0,0,1,3,"",3,"Psychology ",1,1,1,1,1,1,"Year 2",587,0,1,1,0,0,1,1,1,1,5,1,"Full-time","F",718,1,2,1,1,0,1,1,1,1,1,1,8,0,1,1,1,1,2,1,2,1,-1,0,1,1,1,0,1,0,1,1,2,1,0.875,14,100,"Yes","",1,"UKRN","Previously accepted results from older studied cant be replicated, so old theories have to be questioned","UKRN08"
1,1,1,1,1,1,0,1,0,1,1,6,"",3,"Psychology",1,1,0,1,1,1,"Year 1",1065,0,0,0,0,1,1,1,0,1,3,1,"Full-time","Female",719,1,1,1,1,-1,-2,0,1,1,1,0.25,2,0,1,0,1,1,-2,1,1,2,1,-1,-2,2,0,-2,1,0,1,0,1,1,0.25,4,100,"No","",1,"UKRN","The replication crisis is the crisis concerning the reliability of psychological research and findings. ","UKRN08"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"Bsc (hons) Psychology with Criminology ",1,1,1,1,1,1,"Year 2",1193,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",720,1,1,1,1,-1,-1,1,-1,0,1,0.125,1,1,1,1,1,2,-1,1,1,2,1,-2,-2,2,1,1,1,2,1,1,1,1,0.75,12,100,"No","",1,"UKRN","This where many scientific research results have been extremely difficult or not possible to replicate.","UKRN08"
1,1,1,0,1,1,0,1,0,1,1,5,"",3,"Psychology BSc",1,1,1,1,1,1,"Year 2",508,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Female",723,1,2,2,2,2,-1,-1,1,1,1,1,8,0,1,1,1,2,1,2,2,1,2,-1,-2,2,1,2,2,2,2,1,1,1,1.25,20,100,"No","",1,"UKRN","Many studies found significant results, however, when other researchers tried to replicate the results, they were not replicated ","UKRN08"
1,1,1,1,1,1,1,1,1,1,1,8,"",3,"BSc Hons Psychology ",1,1,0,1,0,1,"Year 2",305,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",726,1,1,-1,1,-1,-1,1,1,0,1,0.125,1,1,1,0,1,1,2,1,1,-1,-1,-1,-1,2,-1,1,0,1,1,0,2,1,0.4375,7,100,"No","",1,"UKRN","Difficulty replicating previous studies ","UKRN08"
1,1,0,0,0,0,0,1,0,0,1,1,"",3,"Psychology BSc",1,1,0,1,1,1,"Year 2",423,0,0,1,1,0,0,1,1,1,4,1,"Full-time","Female",727,1,2,-2,2,2,-1,0,2,2,1,0.875,7,1,1,1,1,2,-1,2,2,2,2,1,1,2,-1,2,2,2,2,2,-1,1,1.3125,21,100,"Yes","",1,"UKRN","Some of the well-established papers in the past cannot be replicated today. ","UKRN08"
1,1,1,1,1,1,1,1,1,1,1,8,"",4,"Psychology with Criminology (BSc) ",1,1,1,1,1,1,"Year 1",416,1,0,1,1,0,1,0,0,1,4,1,"Full-time","Female",728,1,1,1,1,-1,0,1,1,0,1,0.5,4,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,0,1,1,1,1,0.625,10,100,"No","",1,"UKRN","When a study is nearly impossible to replicate any of the method","UKRN08"
1,1,1,1,1,1,0,0,0,0,1,4,"",3,"Psychology ",1,1,1,1,1,1,"Year 1",543,0,0,0,0,0,0,0,1,1,1,1,"Full-time","Female ",729,1,1,-1,1,1,1,1,1,0,1,0.625,5,1,1,1,1,1,1,2,2,1,2,0,-1,1,2,0,0,0,1,1,1,1,0.875,14,100,"No","",1,"UKRN","Research that is not reliable cannot be reproduce and replicated due to bad research practices happening in research.","UKRN08"
1,1,1,1,1,1,1,1,1,0,1,7,"",3,"Psychology ",1,1,1,1,1,1,"Year 2",1062,0,0,0,0,0,0,0,1,1,1,1,"Full-time","Male ",733,1,2,2,1,-1,-2,-2,1,0,1,0.125,1,0,1,0,1,1,-2,1,2,0,1,-1,-2,2,2,-1,1,0,1,1,1,1,0.4375,7,100,"Yes","",1,"UKRN","Replication crisis is when studies have been published but when repeating the very same study, results are not the same ","UKRN08"
1,1,1,0,1,1,0,1,0,1,1,5,"",3,"Psychology with Criminology ",1,1,1,1,1,1,"Year 1",595,0,0,0,0,0,0,0,1,1,1,1,"Full-time","Female ",735,1,2,2,0,2,-1,1,0,0,1,0.75,6,1,1,1,1,1,1,1,2,2,1,-1,-1,2,1,1,0,1,0,0,1,1,0.75,12,100,"No","",1,"UKRN","Older experiments being repeated but the same results not being achieved/replicated ","UKRN08"
1,1,0,0,0,1,0,1,0,0,1,2,"",3,"Psychology ",1,1,1,1,1,1,"Year 1",405,1,1,1,0,0,0,0,1,1,4,1,"Full-time","Female",736,1,2,1,2,1,-2,1,1,1,1,0.875,7,0,1,0,1,2,1,2,2,2,-2,-1,-2,2,2,2,2,1,2,-1,2,1,1,16,100,"No","",1,"UKRN","A difficulty in psychology to repeat an experiment and get the same results ","UKRN08"
1,1,0,0,0,1,0,0,1,0,1,2,"",4,"Psychology ",1,1,1,1,1,1,"Year 1",898,0,0,1,0,0,1,0,1,1,3,1,"Full-time","Male",740,1,2,2,-1,-1,-2,-2,-1,2,1,-0.125,-1,0,1,0,1,1,0,0,2,1,0,0,-2,2,2,1,1,1,2,1,1,1,0.8125,13,100,"Yes","",1,"UKRN","Many studies amongst the literature don't replicate when repeated ","UKRN08"
1,1,0,0,0,0,1,0,0,0,1,1,"",3,"Psychology with Criminology",1,1,1,1,0,1,"Year 2",585,1,1,1,1,0,1,1,1,1,7,1,"Full-time","Female",759,1,1,1,1,-1,-2,-2,1,0,1,-0.125,-1,0,1,0,1,1,-2,1,2,1,0,0,-1,1,1,1,1,-1,2,2,-1,1,0.5,8,100,"Yes","",1,"UKRN","I think it is a crisis in which many studied have been replicated but the results have not be reproduced. ","UKRN08"
1,1,1,1,1,1,1,1,0,1,1,7,"",3,"Psychology ",1,1,0,1,1,1,"Year 1",344,0,0,0,0,0,0,0,0,1,0,1,"Full-time","Female",761,1,2,1,1,1,-2,1,0,1,1,0.625,5,0,1,0,1,1,0,1,2,0,1,-1,-2,2,0,1,2,2,2,1,2,1,0.875,14,100,"No","",1,"UKRN","Studies that havenâ€™t been replicated and often have made up results ","UKRN08"
