"ID","Progress","Uni","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Experience_Replication","Experience_Materials","Experience_Education","Experience_Access","Experience_Data","Experience_Power","Experience_Preregistration","Experience_Preprint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
98,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,2,2,1,0,1,0,-1,1,1,2,1,2,-1,1,-1,2,2,2,0,-2,-1,2,1,NA,NA,1,1,NA,NA,NA,1,0,0,1,1,0,0,0,0,13,0.8125,6,0.75,NA,2,1,1,0,0,1,1,""
99,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,1,1,1,1,0,2,2,1,0,1,2,1,-1,-1,-1,1,1,-1,-1,-2,0,-1,-1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,12,0.75,-4,-0.5,NA,0,0,0,NA,1,0,1,""
100,"71","UKRN09","","Year 2","","","","2","UKRN",3,2,1,2,2,2,1,-1,1,1,1,1,1,2,-1,-1,-2,2,1,-1,-1,1,-1,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,12,0.75,5,0.625,8,4,0,0,NA,0,0,1,""
101,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,2,1,-1,0,0,1,1,0,-1,-1,1,2,-2,0,-1,2,2,2,-2,-2,1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0.25,1,0.125,8,0,1,1,1,1,1,1,""
102,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,1,1,-2,1,1,2,1,-1,0,-1,-1,1,0,1,-1,1,0,-1,-1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,5,0.3125,3,0.375,NA,0,1,1,1,0,0,0,""
104,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,1,0,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10,0.625,3,0.375,NA,0,0,0,NA,0,0,0,""
106,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,1,-1,1,0,0,-1,1,-1,1,0,1,-1,0,2,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,5,0.3125,3,0.375,8,4,0,0,NA,1,1,1,""
107,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,0,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,1,0,1,1,1,"no"
108,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,2,1,1,1,2,2,2,2,1,1,1,0,2,-1,-1,1,2,2,0,-2,1,2,1,1,NA,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,17,1.0625,7,0.875,NA,1,1,1,0,0,0,1,"N/A"
109,"100","UKRN09","","Year 2","","","","2","UKRN",3,-1,-1,0,1,1,-1,1,1,1,1,0,0,1,0,1,-1,1,0,2,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,4,0.25,0,0,8,3,1,0,0,1,0,1,""
110,"100","UKRN09","","Year 2","","","","1","UKRN",3,-2,0,-1,0,-1,0,0,0,1,0,1,-1,1,-1,2,-1,1,1,-1,-2,1,-1,2,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,-2,-0.125,0,0,8,4,1,1,0,0,0,0,"No"
111,"100","UKRN09","","Year 1","","","","1","UKRN",3,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,2,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,8,0.5,5,0.625,8,2,1,1,1,1,1,0,"Objectively speaking, it can be a question mark when a significant study is not able to be replicated. However, I believe in a positive progress from Open Science's purpose and intentions. I may not have enough context or qualifications to pose a valid and authentic opinion, but I believe that the more detailedly transparent studies continue to be, whether they are significant or not, the easier it could become for them to be replicated in their intricacies or to find motives behind the impossibility of reproducibility. "
112,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,1,0,-1,0,0,-1,-1,1,1,1,1,1,0,0,0,1,-1,1,-2,-1,0,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,5,0.3125,-2,-0.25,8,4,0,0,NA,1,1,1,""
113,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,1,0,0,1,1,2,0,0,0,1,-1,1,-1,-1,-1,1,0,1,0,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,5,0.3125,2,0.25,8,3,0,0,NA,0,0,1,""
114,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,1,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,2,1,1,-1,-1,-2,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,-13,-0.8125,-1,-0.125,8,3,1,1,1,0,0,1,""
115,"100","UKRN09","","Year 2","","","","2","UKRN",3,0,1,0,2,-1,0,1,1,-2,1,1,2,2,2,1,-2,1,2,1,-1,-2,-1,2,1,1,1,1,NA,1,NA,1,1,0,0,1,0,0,0,0,1,9,0.5625,3,0.375,NA,2,1,1,1,0,1,1,"no"
116,"100","UKRN09","","Year 2","","","","1","UKRN",3,2,2,1,1,1,1,1,0,1,0,1,0,0,-1,0,-2,1,1,1,-1,0,1,-1,1,NA,NA,1,NA,NA,1,NA,1,0,0,1,0,0,0,0,1,8,0.5,3,0.375,NA,2,0,0,NA,1,0,1,""
117,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,0,0,-1,-1,0,1,0,1,-1,1,-1,0,0,1,-1,1,0,1,-1,-1,1,0,0,1,1,1,1,NA,NA,1,1,0,0,1,0,0,0,0,1,0,0,1,0.125,NA,2,0,0,NA,0,0,1,""
119,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,2,1,-2,1,1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-2,1,1,1,1,1,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,2,0.125,1,0.125,NA,0,1,1,0,1,1,1,""
120,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,2,0,1,-2,1,1,1,1,1,1,1,0,-1,-2,-2,1,1,1,-1,-1,-1,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,4,0.25,2,0.25,NA,1,1,1,1,0,1,1,""
121,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,2,2,2,2,2,2,2,2,1,0,2,2,2,-1,-2,2,2,2,2,-2,-1,1,0,1,1,1,1,1,NA,NA,1,1,0,0,0,0,0,0,1,22,1.375,6,0.75,NA,2,1,1,1,1,1,1,""
122,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,1,2,1,2,2,0,0,1,1,1,0,1,0,-2,-2,1,1,0,-1,-2,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,10,0.625,-1,-0.125,8,4,1,0,1,0,1,1,""
123,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,2,1,1,1,1,1,1,1,1,1,2,0,1,-1,-1,2,1,-1,-1,-2,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,13,0.8125,-2,-0.25,8,4,1,1,0,1,1,1,""
124,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,2,2,1,-1,2,1,0,1,-2,-2,1,1,2,0,-2,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,10,0.625,3,0.375,8,4,1,1,1,1,1,1,""
125,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,-2,0,1,1,2,1,1,0,1,1,1,-1,0,0,2,0,2,1,0,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8,0.5,7,0.875,8,2,1,1,1,0,0,1,""
126,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,1,1,1,1,1,1,1,1,1,0,2,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,13,0.8125,2,0.25,8,1,1,1,1,1,1,1,""
127,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,2,-1,1,1,1,1,0,0,1,2,2,0,1,-1,-2,-1,-2,-1,-1,0,0,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,10,0.625,-3,-0.375,NA,0,0,0,NA,1,1,1,""
128,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,2,1,1,0,1,-1,1,-1,1,2,1,2,-1,-1,2,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,10,0.625,2,0.25,8,2,1,1,1,0,1,1,""
129,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,1,1,0,1,0,-1,-1,0,0,2,1,0,-2,0,-1,2,0,1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.1875,2,0.25,8,0,0,0,NA,1,0,0,""
130,"100","UKRN09","","Year 1","","","","2","UKRN",3,-1,-1,1,1,2,1,2,2,2,1,1,1,1,-1,0,-1,2,1,2,1,-1,1,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,11,0.6875,8,1,NA,1,0,0,NA,1,0,1,""
131,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,2,1,1,1,1,0,1,1,1,2,2,1,2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,14,0.875,0,0,NA,1,1,1,1,0,0,1,"no"
132,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,1,1,0,0,-1,2,-1,1,-1,1,0,2,1,0,-1,2,1,1,0,-1,1,0,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,6,0.375,3,0.375,8,2,1,1,1,1,1,1,"N/A"
133,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,1,NA,1,NA,1,1,0,1,0,0,1,0,0,7,0.4375,-3,-0.375,NA,3,0,0,NA,1,1,1,""
134,"100","UKRN09","","Year 2","","","","2","UKRN",3,2,1,1,0,-1,-1,1,1,0,0,1,1,0,1,-1,-1,1,1,1,-1,1,0,2,-1,1,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,5,0.3125,4,0.5,NA,0,0,0,NA,0,0,1,""
135,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,2,2,2,2,1,2,1,-2,0,1,1,1,-2,-2,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,17,1.0625,-1,-0.125,8,2,0,0,NA,1,1,1,""
136,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,2,1,1,1,1,2,2,0,1,1,2,0,1,-1,-1,2,1,1,-2,-1,0,0,1,1,1,1,1,NA,NA,NA,1,0,0,1,0,0,0,0,0,14,0.875,2,0.25,NA,1,1,1,1,1,1,1,""
137,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,2,1,0,1,0,2,2,1,0,1,2,1,0,-1,0,2,1,1,-1,-2,-1,-1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,14,0.875,-1,-0.125,8,3,1,1,0,0,0,1,""
138,"100","UKRN09","","Year 2","","","","2","UKRN",3,0,1,1,2,2,-1,0,-1,-1,-1,0,0,0,1,1,0,-1,-1,0,2,-2,-1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,4,0.25,-4,-0.5,8,5,0,0,NA,1,0,1,""
139,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,1,1,1,2,1,1,-1,2,0,1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,9,0.5625,-1,-0.125,8,2,1,1,0,0,1,1,""
140,"100","UKRN09","","Year 1","","","","2","UKRN",3,0,-1,0,1,2,0,2,0,1,-1,1,-1,-1,0,0,-1,2,-1,1,-1,-2,0,1,1,NA,1,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,1,2,0.125,1,0.125,NA,1,1,1,0,1,0,1,""
141,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,1,-1,0,0,1,-1,-1,1,0,0,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.0625,-6,-0.75,8,1,1,0,0,0,0,1,""
142,"100","UKRN09","","Year 1","","","","2","UKRN",3,2,2,2,0,0,0,2,0,2,0,1,1,2,-2,2,0,2,1,2,1,-1,1,0,0,1,1,1,1,NA,NA,NA,1,0,0,1,0,0,0,0,0,14,0.875,6,0.75,NA,1,1,1,1,0,0,1,""
143,"100","UKRN09","","Year 1","","","","2","UKRN",3,-1,1,0,0,1,0,1,0,1,-1,1,0,0,0,-1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0.0625,6,0.75,8,2,0,0,NA,0,0,1,""
144,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,2,1,0,-1,-2,0,1,1,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,6,0.375,2,0.25,NA,0,1,1,0,0,1,1,""
145,"100","UKRN09","","Year 2","","","","2","UKRN",3,1,1,1,1,2,1,0,-1,1,1,1,2,0,2,-2,-1,1,1,1,1,2,-2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,10,0.625,6,0.75,8,2,1,1,0,1,1,1,""
146,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,0,1,-1,-1,0,0,-1,-2,-2,1,1,1,-1,-1,2,-1,0,-1,-1,0,-1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,-2,-0.125,-3,-0.375,8,4,0,0,NA,0,0,1,""
147,"100","UKRN09","","Year 1","","","","2","UKRN",3,1,2,2,0,1,2,2,2,2,1,0,0,2,0,0,0,2,1,2,2,0,0,1,1,1,1,1,1,NA,1,NA,1,0,0,1,0,0,0,0,0,17,1.0625,9,1.125,NA,1,1,0,1,0,0,1,""
149,"100","UNI10","","Final Year","","","","2","Non-UKRN",3,1,1,1,1,1,1,2,2,-1,-1,1,2,2,1,-1,-1,1,1,1,0,-1,0,1,1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,12,0.75,4,0.5,NA,0,0,0,NA,0,0,0,"Research at an undergraduate level is rarely published in any academic journals prior to dissertation hand in, questions apply more to funded research for journal articles etc. "
150,"100","UNI10","","Year 1","","","","2","Non-UKRN",3,1,2,0,0,0,1,1,-1,0,0,2,1,1,0,2,-1,-1,-1,0,0,-2,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,0.5625,-1,-0.125,8,2,1,1,0,1,0,1,""
151,"100","UNI10","","Year 1","","","","2","Non-UKRN",3,1,1,0,1,-1,1,1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,1,1,-2,-1,0,1,1,1,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,3,0.1875,-2,-0.25,NA,1,1,1,1,1,0,1,""
152,"100","UNI10","","Final Year","","","","2","Non-UKRN",3,1,1,0,1,1,1,0,-1,1,-1,1,2,1,0,0,-1,-1,0,1,0,-1,0,1,0,1,1,1,1,NA,NA,1,1,1,1,1,1,0,0,1,0,7,0.4375,0,0,NA,5,0,0,NA,0,0,1,""
153,"100","UNI10","","Year 1","","","","3","Non-UKRN",3,1,1,2,1,2,2,2,1,2,2,-1,2,0,1,1,1,2,2,2,-1,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,20,1.25,10,1.25,8,0,0,0,NA,0,0,0,""
154,"100","UNI10","","Final Year","","","","2","Non-UKRN",3,2,1,1,2,2,2,2,-1,2,1,1,1,1,1,-1,-1,-2,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,16,1,1,0.125,8,5,1,1,0,1,0,1,""
155,"64","UNI10","","Year 1","","","","2","Non-UKRN",3,2,2,1,0,1,1,1,0,2,1,1,2,2,-1,0,-2,2,2,2,-2,-2,-1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,13,0.8125,2,0.25,8,0,1,0,0,0,0,0,""
156,"86","UNI10","","Final Year","","","","2","Non-UKRN",3,1,1,2,2,1,2,0,-1,-1,1,2,2,-1,2,-1,-1,2,2,2,0,-1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,11,0.6875,6,0.75,8,3,1,0,1,0,0,1,""
159,"100","UNI10","","Year 2","","","","2","Non-UKRN",3,1,2,1,1,1,1,1,-1,0,0,-1,1,1,-1,-1,-2,1,1,-1,-1,-1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4,0.25,-2,-0.25,NA,0,1,0,1,0,0,1,""
161,"79","UNI10","","Year 2","","","","2","Non-UKRN",3,1,1,1,1,2,1,2,2,2,1,2,1,0,0,-1,-2,1,1,2,-1,0,1,1,0,1,1,1,1,NA,1,1,1,0,0,1,0,0,0,0,0,14,0.875,5,0.625,NA,1,0,0,NA,0,0,1,""
196,"100","UNI79","","Year 2","","","","2","Non-UKRN",3,2,2,0,2,2,0,0,0,2,2,1,2,1,2,-2,-2,2,1,2,-1,-2,-2,0,0,1,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,14,0.875,0,0,NA,1,0,0,NA,0,0,1,""
197,"100","UNI79","","Year 1","","","","1","Non-UKRN",3,1,1,1,1,1,1,2,-1,1,1,0,1,0,1,0,-1,-1,0,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,10,0.625,2,0.25,8,2,0,0,NA,0,0,1,""
198,"100","UNI79","","Year 1","","","","2","Non-UKRN",3,2,2,2,-1,2,0,2,1,2,0,2,1,0,-2,-1,-1,2,1,1,-1,-2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,11,0.6875,3,0.375,8,2,0,0,NA,0,0,1,"I am only in my second semester, so I’m thinking that year 3 students probably have a lot more knowledge and I don’t know if my answers would indicate something about the way of teaching in my school. I would know much more if I had studied for a longer period of time. "
199,"100","UNI79","","Year 2","","","","1","Non-UKRN",3,2,2,1,1,2,1,2,2,2,2,2,1,1,2,-1,-2,1,-1,2,1,-1,1,2,1,1,NA,1,NA,1,1,NA,1,1,0,1,0,1,1,0,1,20,1.25,6,0.75,NA,5,1,0,0,0,0,0,""
200,"100","UNI79","","Year 2","","","","2","Non-UKRN",3,1,-1,-1,-2,-1,-2,1,1,1,0,2,0,-1,1,-2,-2,-2,0,0,-2,-1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,-5,-0.3125,-6,-0.75,8,3,0,0,NA,0,0,1,""
201,"100","UNI79","","Final Year","","","","2","Non-UKRN",3,1,1,2,2,2,1,2,2,2,2,1,2,1,0,-1,-1,1,1,2,-1,0,1,1,1,1,1,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,19,1.1875,6,0.75,NA,0,1,0,1,0,0,1,"This was very heavily quant-focussed. Some things like adding additional participants for ex is not so problematic for a qual study."
202,"100","UNI79","","Year 1","","","","2","Non-UKRN",3,2,2,2,-2,2,-2,2,-2,-2,-2,1,2,-1,-2,-2,2,2,-2,-2,-2,2,-2,-1,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,-4,-0.5,NA,0,1,1,0,0,0,1,""
207,"79","UNI79","","Year 1","","","","4","Non-UKRN",3,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-2,-2,-2,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,4,0.25,-7,-0.875,8,2,0,0,NA,0,0,0,""
208,"61","UNI79","","Year 2","","","","2","Non-UKRN",3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,-1,-1,-1,1,1,-1,-2,-1,1,0,NA,NA,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,7,0.4375,-2,-0.25,NA,0,1,1,0,0,0,1,""
209,"88","UNI79","","Final Year","","","","2","Non-UKRN",3,1,2,1,-1,-1,0,1,0,1,-1,1,2,0,2,-1,-1,1,1,0,-1,0,-1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,6,0.375,1,0.125,NA,0,0,0,NA,0,0,1,""
211,"100","UNI79","","Year 2","","","","2","Non-UKRN",3,1,1,1,0,1,0,2,1,1,0,1,1,1,-1,-1,-1,1,0,2,-1,-1,-1,1,1,1,NA,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,8,0.5,2,0.25,NA,0,0,0,NA,0,0,1,""
213,"100","UNI79","","Final Year","","","","2","Non-UKRN",3,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,-1,-2,-1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,6,0.375,-2,-0.25,8,1,0,0,NA,0,0,0,""
215,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,2,1,1,0,1,1,2,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,2,1,NA,1,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,12,0.75,9,1.125,NA,0,1,0,0,0,0,1,""
216,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,0,0,0,0,1,-1,1,0,1,0,1,-1,0,0,0,1,1,-1,0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0.25,4,0.5,8,0,0,0,NA,0,0,1,""
217,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,2,2,-2,1,0,0,-2,1,-1,2,2,2,-2,2,1,-1,-1,2,1,-2,1,2,0,1,1,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,10,0.625,2,0.25,NA,0,1,1,0,0,0,0,""
218,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,-1,1,-2,1,-1,-1,-1,-1,-2,1,1,2,0,0,-1,-1,1,-2,-1,-2,-1,0,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-5,-0.3125,-3,-0.375,8,0,1,1,0,0,0,1,"n/a"
219,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,2,2,2,2,2,2,1,-1,1,2,2,2,2,-2,-2,-2,1,1,1,1,-2,-2,2,0,1,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,15,0.9375,2,0.25,NA,0,1,1,1,0,0,1,""
220,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,1,-1,1,1,2,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,NA,1,1,NA,1,1,1,1,0,1,1,0,1,1,0,1,9,0.5625,2,0.25,NA,5,0,0,NA,0,0,1,""
221,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,1,1,0,0,-1,0,0,1,1,1,-1,1,-2,-2,1,1,-2,-2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,2,0.125,1,0.125,8,2,0,0,NA,1,0,1,""
222,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,1,0,1,1,1,0,2,0,1,2,1,0,1,-1,-1,1,0,-1,-2,-1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,11,0.6875,-2,-0.25,8,2,0,0,NA,0,0,1,""
223,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,1,2,1,1,0,1,0,0,1,1,1,2,1,-1,-1,0,1,1,1,-1,0,1,-1,1,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,1,0,1,10,0.625,3,0.375,NA,3,1,1,0,0,0,0,""
224,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,2,1,2,2,2,2,0,-2,0,2,0,2,1,-1,0,0,1,2,-2,-2,-1,0,2,0,1,1,1,NA,1,1,NA,1,0,0,0,0,0,0,0,0,13,0.8125,0,0,NA,0,0,0,NA,0,0,1,""
226,"100","UNI19","","Year 1","","","","3","Non-UKRN",3,1,1,0,1,1,0,2,1,2,2,2,2,2,1,-1,0,0,0,1,0,-1,-1,2,2,1,1,1,1,NA,1,1,1,0,0,1,0,0,1,0,0,17,1.0625,3,0.375,NA,2,1,1,0,1,1,1,""
227,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,1,1,0,0,2,1,1,1,2,1,0,-1,0,0,1,1,0,-1,-1,0,1,0,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,11,0.6875,1,0.125,NA,1,0,0,NA,1,0,1,""
228,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,-1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,1,0,0,9,0.5625,5,0.625,NA,2,1,0,1,0,0,1,""
229,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,-2,0,-1,1,0,1,1,NA,1,NA,1,1,NA,NA,0,0,1,0,0,1,0,0,14,0.875,1,0.125,NA,2,0,0,NA,0,0,1,""
231,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,1,1,1,1,1,2,1,2,2,2,0,1,-1,0,-1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,14,0.875,5,0.625,8,2,1,1,0,0,0,1,""
232,"100","UNI19","","Year 1","","","","2","Non-UKRN",3,1,0,0,-1,-1,1,1,1,0,0,1,1,1,0,0,-1,0,0,1,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,4,0.25,0,0,8,4,1,1,0,0,0,1,""
233,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,1,1,1,1,0,-1,1,-1,1,1,-1,1,-2,-1,-1,-1,1,1,1,-2,-1,1,0,1,1,1,1,1,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,2,0.25,NA,0,0,0,NA,1,1,1,""
234,"100","UNI19","","Year 1","","","","1","Non-UKRN",3,2,2,2,2,2,2,2,1,2,2,2,-1,1,-1,0,1,2,2,2,-2,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,21,1.3125,7,0.875,8,3,0,0,NA,0,0,1,""
