StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
17/02/2020 04:35,17/02/2020 04:39,IP Address,81,247,FALSE,24/02/2020 04:40,R_1Ca4KdE80Tk751b,anonymous,EN,Yes,Yes,UNI11,,Full-time,No,,3,2nd Year,,,BSc Psychology ,Yes,Female,Agree,Have no opinion,Agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Have no opinion,Disagree,Agree,Strongly disagree,Have no opinion,Have no opinion,Strongly disagree,Agree,,,I have heard of this,,,,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Agree,Have no opinion,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,,,,,,
17/02/2020 03:17,17/02/2020 15:11,IP Address,70,42808,FALSE,24/02/2020 15:11,R_2qDHgGPHpY5JdML,anonymous,EN,Yes,Yes,UNI11,,Full-time,No,,3,3rd Year,,,Psychology ,No,Female ,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,,,,,I have heard of this,,,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,Agree,Disagree,Disagree,Agree,Have no opinion,Disagree,,,,,,,,,
20/03/2020 09:09,20/03/2020 09:15,IP Address,100,384,TRUE,20/03/2020 09:15,R_2YESKGzLWp1hTyu,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology,Yes,Female,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,,,,,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,,,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Have no opinion,Yes,Yes,It is when inability to replicate a study reduces the credibility of the results produced.,Not sure,No,Not sure,
20/03/2020 13:06,20/03/2020 13:13,IP Address,100,400,TRUE,20/03/2020 13:13,R_2eXLXM5MUUw6A70,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology ,Yes,Female,Agree,Disagree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Have no opinion,Agree,Disagree,Agree,,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,,,,,,,,Agree,Have no opinion,Agree,Agree,Agree,Agree,Have no opinion,Agree,Yes,No,belief that some studies can’t be replicated ,No,No,Yes,
20/03/2020 15:57,20/03/2020 16:02,IP Address,100,279,TRUE,20/03/2020 16:02,R_12hDH5DC0ijP1rI,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology ,Yes,Female ,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,,,,Agree,Agree,Agree,Have no opinion,Have no opinion,Agree,Disagree,Agree,No,,,Yes,Yes,Yes,
20/03/2020 16:55,20/03/2020 16:59,IP Address,100,213,TRUE,20/03/2020 16:59,R_REQ0FFe3EYSi8XT,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,psychology,Yes,female,Agree,Disagree,Agree,Disagree,Agree,Have no opinion,Have no opinion,Disagree,Agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Disagree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,,I have done/used this,I have done/used this,,,Have no opinion,Disagree,Agree,Have no opinion,Disagree,Agree,Disagree,Agree,Not sure,,,Yes,Yes,Yes,
20/03/2020 17:50,20/03/2020 17:56,IP Address,100,361,TRUE,20/03/2020 17:56,R_2dT3DuXzZz3Jmmt,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,Psychology ,Yes,female,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Have no opinion,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,I have done/used this,I have done/used this,,,I have done/used this,,,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Have no opinion,Have no opinion,No,,,Yes,No,Yes,
20/03/2020 19:44,20/03/2020 19:49,IP Address,100,337,TRUE,20/03/2020 19:49,R_3PpotHC66D32t5Y,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,1st Year,,,Psychology,No,Female,Agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Have no opinion,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Have no opinion,Agree,Disagree,Agree,Strongly Disagree,Strongly disagree,Agree,Agree,No,,,Not sure,Not sure,Yes,
21/03/2020 04:45,21/03/2020 04:50,IP Address,100,354,TRUE,21/03/2020 04:50,R_1eWdLSxPMoBdu5l,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,3,2nd Year,,,Psychology,Yes,Female,Agree,Disagree,Have no opinion,Have no opinion,Have no opinion,Agree,Agree,Have no opinion,Agree,Disagree,Agree,Disagree,Agree,Agree,Have no opinion,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,,,I have done/used this,,,I have done/used this,,I have done/used this,Agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Disagree,Agree,Yes,Yes,Studies weren’t scientific so needed to replicate them to check that they are reliable ,Not sure,Yes,Yes,
21/03/2020 06:24,21/03/2020 06:32,IP Address,100,521,TRUE,21/03/2020 06:32,R_2pSTobjHuoAMzIT,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology ,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Have no opinion,Have no opinion,Agree,I have heard of this,I have heard of this,,,,,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,I have done/used this,,,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Yes,Yes,Studies (especially in Social Psychology) have been replicated to discover that many of the results were now non-significant. ,Not sure,Not sure,Yes,
21/03/2020 11:10,21/03/2020 11:17,IP Address,100,399,TRUE,21/03/2020 11:17,R_TiJwU9sRADomLOF,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,Yes,Female,Strongly agree,Strongly disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,,,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,,,,,,,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly agree,Strongly disagree,Agree,Not sure,,,Yes,Yes,Yes,
21/03/2020 12:32,21/03/2020 12:37,IP Address,100,289,TRUE,21/03/2020 12:37,R_XNR3tQScCMaJrSV,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc psychology,Yes,Female,Strongly agree,Disagree,Disagree,Strongly agree,Have no opinion,Have no opinion,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,,I have done/used this,Have no opinion,Agree,Disagree,Agree,Strongly Agree,Have no opinion,Strongly disagree,Have no opinion,Yes,Not sure,being able to produce the same findings again with the same procedures,No,No,Yes,
21/03/2020 12:56,21/03/2020 13:06,IP Address,100,630,TRUE,21/03/2020 13:06,R_1HkjWvfsAnbw0mM,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology ,Yes,Female ,Strongly agree,Have no opinion,Agree,Have no opinion,Agree,Strongly disagree,Agree,Disagree,Agree,Have no opinion,Agree,Strongly disagree,Agree,Have no opinion,Disagree,Strongly agree,,,,,,,,,,,,,,,,,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Have no opinion,No,,,No,Not sure,Yes,
21/03/2020 14:26,21/03/2020 14:38,IP Address,100,725,TRUE,21/03/2020 14:38,R_25EoPBDCZ5iAbJT,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology,Yes,Female,Agree,Strongly disagree,Agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Strongly disagree,Have no opinion,Have no opinion,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,I have done/used this,Disagree,Have no opinion,Have no opinion,Agree,Agree,Disagree,Have no opinion,Agree,No,,,Not sure,No,Yes,
21/03/2020 16:31,21/03/2020 17:24,IP Address,100,3227,TRUE,21/03/2020 17:24,R_3ISLGUCIuqfWczF,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,1st Year,,,Psychology Bsc,Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Have no opinion,Strongly disagree,Agree,Disagree,Disagree,Have no opinion,I have heard of this,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Disagree,Strongly disagree,Agree,Strongly agree,Strongly Agree,Disagree,Disagree,Agree,Yes,Yes,when there aren't enough replications of studies which then questions the credibility of the studies' findings,Not sure,Yes,Yes,no
22/03/2020 05:37,22/03/2020 05:44,IP Address,100,436,TRUE,22/03/2020 05:44,R_WfjAXR0wkYvjQbv,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology BSc,Yes,Female,Agree,Strongly disagree,Have no opinion,Have no opinion,Have no opinion,Disagree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Disagree,Strongly disagree,Have no opinion,Disagree,Have no opinion,Agree,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,,Agree,Have no opinion,Have no opinion,Have no opinion,Agree,Have no opinion,Have no opinion,Have no opinion,No,,,Not sure,Not sure,Yes,
22/03/2020 10:51,22/03/2020 10:58,IP Address,100,433,TRUE,22/03/2020 10:58,R_3j8JAZ3RPRaEWVT,anonymous,EN,Yes,Yes,UNI13,,Full-time,No,,3,3rd Year,,,Mechanical Engineering,No,Male,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Have no opinion,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,I have done/used this,I have done/used this,,,,,I have done/used this,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,No,,,Yes,No,Yes,
22/03/2020 11:00,22/03/2020 11:07,IP Address,100,436,TRUE,22/03/2020 11:07,R_27rollqMMAc47pT,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology,Yes,Female,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,,,I have done/used this,I have done/used this,,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Have no opinion,Not sure,,,Yes,No,Yes,
22/03/2020 16:04,22/03/2020 16:17,IP Address,100,765,TRUE,22/03/2020 16:17,R_2rIW202pyACs07q,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,3,1st Year,,,Psychology Bsc,Yes,Female,Agree,Disagree,Agree,Have no opinion,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Have no opinion,Agree,,,I have heard of this,,,,I have heard of this,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly disagree,Have no opinion,Have no opinion,Yes,No,Where the results of an original study can not be replicated,Not sure,No,Yes,
23/03/2020 03:53,23/03/2020 04:01,IP Address,100,461,TRUE,23/03/2020 04:01,R_2yftEWP1l8lbCNO,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,3,3rd Year,,,BSc Psychology,Yes,Female,Strongly agree,Strongly disagree,Have no opinion,Have no opinion,Disagree,Have no opinion,Agree,Have no opinion,Strongly agree,Have no opinion,Agree,Strongly disagree,Have no opinion,Disagree,Disagree,Strongly agree,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,I have done/used this,I have done/used this,Agree,Disagree,Have no opinion,Have no opinion,Agree,Agree,Agree,Have no opinion,Yes,Yes,"Contemporary researches are unable to replicate older studies, not even the ones we now consider 'classic'",Not sure,Not sure,Yes,
23/03/2020 04:35,23/03/2020 04:42,IP Address,100,464,TRUE,23/03/2020 04:42,R_2ZBl9UCyVqcHkUN,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology with placement year,Yes,Female,Agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,,I have done/used this,Strongly Agree,Disagree,Have no opinion,Agree,Agree,Strongly disagree,Disagree,Disagree,Yes,Yes,where many scientific studies have been found very hard to reproduce,No,No,Yes,
23/03/2020 06:35,23/03/2020 06:47,IP Address,100,727,TRUE,23/03/2020 06:47,R_2xLxvVZpJgMYCQU,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology,Yes,Female,Agree,Disagree,Have no opinion,Strongly agree,Have no opinion,Agree,Agree,Agree,Have no opinion,Disagree,Strongly agree,Agree,Agree,Agree,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,I have done/used this,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes,How hard it is to replicate the study.,No,No,Yes,
23/03/2020 09:56,23/03/2020 10:01,IP Address,100,320,TRUE,23/03/2020 10:01,R_10N8siJreKrJJE9,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,3rd Year,,,Psychology BsC,Yes,Female ,Strongly agree,Disagree,Have no opinion,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Have no opinion,Have no opinion,Disagree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,,,,,,Agree,Agree,Strongly agree,Agree,Have no opinion,Agree,Agree,Agree,Yes,Yes,Lots of studies were replicated yet the results were not,Not sure,No,Yes,
23/03/2020 12:52,23/03/2020 13:00,IP Address,100,450,TRUE,23/03/2020 13:00,R_3knrG5Mfg6B4qQK,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,3rd Year,,,Psychology ,Yes,Female,Disagree,Strongly disagree,Strongly disagree,Disagree,Have no opinion,Have no opinion,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,,,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,,,,,,,,Agree,Have no opinion,Strongly agree,Agree,Strongly Agree,Have no opinion,Strongly disagree,Have no opinion,Yes,Yes,"An issue in psychology, especially social psychology, whereby many famous studies are now being replicated and are finding different/non significant results, therefore undermining the research in these fields. ",No,No,Yes,
23/03/2020 13:11,23/03/2020 13:20,IP Address,100,531,TRUE,23/03/2020 13:20,R_3iDSMSVWOxEUggg,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology,Yes,Female,Disagree,Have no opinion,Agree,Disagree,Agree,Agree,Have no opinion,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,Agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Disagree,Agree,Yes,No,A lot of studies are impossible to replicate which is a problem.,No,No,Yes,
24/03/2020 06:17,24/03/2020 06:22,IP Address,100,321,TRUE,24/03/2020 06:22,R_e5QpOEgl9Pie5X3,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,Psychology,No,Male,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,,I have done/used this,,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Yes,Yes,A review of the process and the thoughts regarding the need and the methods of repeating studies.,Yes,Yes,Yes,
24/03/2020 06:18,24/03/2020 06:23,IP Address,100,353,TRUE,24/03/2020 06:23,R_1MTf2UERBNdcKvm,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,Psychology BSc,Yes,Male,Agree,Disagree,Strongly agree,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Have no opinion,Agree,Have no opinion,Strongly agree,I have heard of this,,I have heard of this,I have heard of this,,,,I have heard of this,,,,,,,,,Agree,Disagree,Disagree,Strongly agree,Strongly Agree,Agree,Strongly disagree,Agree,Yes,Yes,The difficulty in replicating original findings of a study e.g. different significances or effects are found on replication.,No,No,Yes,
24/03/2020 06:53,24/03/2020 06:59,IP Address,100,340,TRUE,24/03/2020 06:59,R_sjMZVsuBypL1QVb,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,3,1st Year,,,Psychology Bsc,Yes,Male,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Have no opinion,Disagree,Agree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Strongly disagree,Strongly agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,,,I have done/used this,,,,I have done/used this,I have done/used this,Strongly Agree,Have no opinion,Have no opinion,Strongly agree,Strongly Agree,Strongly agree,Strongly disagree,Strongly agree,Not sure,,,No,No,Yes,
24/03/2020 06:55,24/03/2020 07:02,IP Address,100,412,TRUE,24/03/2020 07:02,R_1Cf3CITVeligx9y,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,1st Year,,,Psychology BSc,Yes,Female,Agree,Agree,Agree,Strongly disagree,Have no opinion,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Have no opinion,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,I have done/used this,I have done/used this,I have done/used this,,,I have done/used this,,I have done/used this,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Not sure,,,Not sure,Not sure,Yes,
24/03/2020 06:56,24/03/2020 07:02,IP Address,100,374,TRUE,24/03/2020 07:02,R_2c7cnpTMDjN3Pvd,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology,Yes,Female,Strongly agree,Strongly disagree,Agree,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Have no opinion,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,,I have heard of this,,,I have done/used this,,,I have done/used this,I have done/used this,,Agree,Have no opinion,Agree,Agree,Agree,Have no opinion,Disagree,Agree,Yes,Yes,time when the necessity of replicating studies was made focal ,No,No,Yes,
24/03/2020 06:59,24/03/2020 07:05,IP Address,100,412,TRUE,24/03/2020 07:05,R_OOLwmSWWaJHSKEF,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology with Placement Year,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Have no opinion,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Have no opinion,Agree,Agree,Agree,I have heard of this,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Have no opinion,Agree,Not sure,,,No,Not sure,Yes,
24/03/2020 07:25,24/03/2020 07:28,IP Address,100,175,TRUE,24/03/2020 07:28,R_Z3s3yEi6JmBexY5,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,No,Female,Strongly agree,Disagree,Agree,Have no opinion,Have no opinion,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Have no opinion,Disagree,Have no opinion,Strongly agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,I have done/used this,,I have done/used this,,Strongly disagree,Have no opinion,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Yes,Not sure,Not sure,Yes,Yes,Yes,
24/03/2020 08:17,24/03/2020 08:22,IP Address,100,271,TRUE,24/03/2020 08:22,R_56DYxMW0uyi2M1z,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,Yes,female,Strongly agree,Strongly disagree,Have no opinion,Have no opinion,Agree,Have no opinion,Have no opinion,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Have no opinion,Disagree,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have done/used this,,,I have done/used this,,I have done/used this,,,Agree,Have no opinion,Agree,Agree,Strongly Agree,Have no opinion,Have no opinion,Agree,No,,,No,No,Yes,
24/03/2020 08:36,24/03/2020 08:42,IP Address,100,326,TRUE,24/03/2020 08:42,R_26mwMGpqiihGI7n,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,3rd Year,,,Psychology,Yes,Female,Agree,Have no opinion,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Have no opinion,Agree,Disagree,Agree,Agree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,I have done/used this,,Agree,Disagree,Strongly agree,Disagree,Have no opinion,Have no opinion,Disagree,Agree,Yes,Yes,"famous and important studies in psychology are not replicating, causing a lot of doubts in psychology research and theory",Yes,Yes,Yes,
24/03/2020 08:41,24/03/2020 08:46,IP Address,100,338,TRUE,24/03/2020 08:46,R_8CCS6Nr00NdpBgl,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,Psychology,Yes,Female ,Strongly agree,Have no opinion,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,I have heard of this,,I have heard of this,,,,,I have heard of this,,,,,,,,I have done/used this,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,The idea that many studies done in the past in psychology when repeated do not find the same results ,No,No,Yes,The issue could be that a lot of research is conducted on undergrad Psychology students 
24/03/2020 09:01,24/03/2020 09:04,IP Address,100,206,TRUE,24/03/2020 09:04,R_3D0k62QvQ9fD9uy,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology Bsc,Yes,Female,Strongly agree,Have no opinion,Strongly agree,Have no opinion,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Have no opinion,Agree,Have no opinion,Have no opinion,,,I have heard of this,,I have heard of this,,I have heard of this,I have heard of this,,,I have done/used this,,I have done/used this,,,I have done/used this,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Yes,Yes,whether or not your research can be replicated ,No,No,Yes,
24/03/2020 09:08,24/03/2020 09:13,IP Address,100,321,TRUE,24/03/2020 09:13,R_1f7d73za7ljDAbe,anonymous,EN,Yes,Yes,UKRN01,,Full-time,No,,3,2nd Year,,,BSc Psychology ,Yes,Female,Agree,Disagree,Agree,Disagree,Agree,Have no opinion,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Have no opinion,Have no opinion,Disagree,Have no opinion,,,,I have heard of this,,,,,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,Agree,Have no opinion,Agree,Agree,Agree,Disagree,Have no opinion,Agree,Not sure,,,Not sure,Not sure,Yes,
24/03/2020 09:36,24/03/2020 09:44,IP Address,100,489,TRUE,24/03/2020 09:44,R_1Lh4BPtYIhGwtyf,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,2nd Year,,,Psychology,Yes,Female,Disagree,Disagree,Have no opinion,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Have no opinion,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Strongly disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Agree,Have no opinion,Have no opinion,Agree,Agree,Have no opinion,Strongly disagree,Agree,Yes,Yes,difficulty in replicating a study and finding the same results,No,Not sure,Yes,
24/03/2020 09:51,24/03/2020 09:57,IP Address,100,341,TRUE,24/03/2020 09:57,R_31SfV82gom7hHO5,anonymous,EN,Yes,Yes,UKRN01,,Full-time,Yes,,4,1st Year,,,BSc Psychology  ,Yes,Female ,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Strongly agree,Have no opinion,Disagree,Agree,Strongly agree,Strongly disagree,Have no opinion,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,,,,,,I have done/used this,,Disagree,Have no opinion,Agree,Agree,Agree,Have no opinion,Disagree,Agree,No,,,Yes,Yes,Yes,
