"","ID","Progress","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
"254",257,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,7,7,18,18,1,0,0,NA,9999,0,0,0,""
"255",258,"100","UKRN01","Full-time","No","Year 2","2","Psychology BSc","Yes","Female","UKRN",1,10,10,19,19,4,4,1,1,1,0,1,1,""
"256",259,"100","UKRN01","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,0,0,19,19,4,3,1,1,1,0,0,1,""
"257",260,"100","UKRN01","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","UKRN",1,10,10,17,17,3,5,1,1,1,0,0,1,""
"258",261,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","female","UKRN",1,16,16,17,17,7,1,1,0,0,0,0,1,""
"259",262,"100","UKRN01","Full-time","No","Year 2","3","psychology","Yes","female","UKRN",1,12,12,22,22,6,1,1,1,0,1,1,1,""
"260",263,"100","UKRN01","Full-time","Yes","Year 2","3","Psychology BSc","No","Female","UKRN",1,4,4,16,16,4,3,0,NA,9999,1,1,1,""
"261",264,"100","UKRN01","Full-time","Yes","Year 2","3","Psychology BSc","No","Female","UKRN",1,9,9,18,18,8,8,1,0,9999,1,1,1,""
"262",265,"100","UKRN01","Full-time","Yes","Year 2","3","Psychology BSc","No","Female","UKRN",1,9,9,22,22,8,5,1,0,9999,1,1,1,""
"263",266,"100","UKRN01","Full-time","Yes","Placement Year","4","BSc Psychology with placement year","Yes","female","UKRN",1,5,5,14,14,7,4,1,1,0,0,0,1,""
"264",267,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,7,7,18,18,3,2,1,0,1,0,0,1,""
"265",268,"100","UKRN01","Full-time","Yes","Year 2","4","Bsc Psychology","Yes","female","UKRN",1,10,10,17,17,6,0,1,1,1,1,1,1,""
"266",269,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,5,5,11,11,6,2,0,NA,9999,0,0,1,""
"267",270,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,7,7,19,19,2,1,0,NA,9999,1,0,1,""
"268",271,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,8,8,15,15,1,0,1,0,9999,0,0,1,""
"269",272,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology ","Yes","Female","UKRN",1,8,8,16,16,7,1,0,NA,9999,0,0,1,""
"270",273,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Male","UKRN",1,11,11,19,19,3,5,0,NA,9999,0,0,1,""
"271",274,"100","UKRN01","Full-time","No","Year 2","3","Undergraduate Psychology","No","Female","UKRN",1,16,16,19,19,5,4,1,1,1,1,1,1,""
"272",275,"100","UKRN01","Full-time","Yes","Year 1","4","psychology ","Yes","female","UKRN",1,11,11,18,18,0,0,0,NA,9999,0,0,1,""
"273",276,"100","UKRN01","Full-time","Yes","Year 1","4","psychology ","Yes","female ","UKRN",1,7,7,18,18,1,1,0,NA,9999,0,0,1,""
"274",277,"100","UKRN01","Full-time","Yes","Year 1","4","psychology bsc","Yes","female","UKRN",1,12,12,19,19,3,6,0,NA,9999,0,0,1,""
"275",278,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology","Yes","Female","UKRN",1,13,13,20,20,2,1,1,0,1,0,0,1,""
"276",279,"100","UKRN01","Full-time","Yes","Year 1","4","psychology bsc","Yes","female","UKRN",1,5,5,18,18,3,6,0,NA,9999,0,0,1,""
"277",280,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology BSc","Yes","female","UKRN",1,8,8,19,19,4,2,0,NA,9999,0,0,0,""
"278",281,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female","UKRN",1,5,5,19,19,7,1,0,NA,9999,0,0,1,""
"279",282,"100","UKRN06","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","UKRN",1,15,15,24,24,2,6,1,1,1,1,1,1,""
"280",283,"100","UKRN06","Full-time","No","Year 1","3","Psychology","No","Female","UKRN",1,19,19,25,25,5,1,1,1,1,1,1,1,""
"281",284,"100","UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,4,4,15,15,7,1,1,1,1,0,0,1,""
"282",285,"100","UKRN06","Full-time","Yes","Placement Year","3","BSc Experimental Psychology","Yes","f","UKRN",1,20,20,25,25,8,5,1,1,1,0,1,1,""
"283",286,"100","UKRN06","Full-time","No","Final Year","3","Experimental psychology","Yes","Male","UKRN",1,7,7,24,24,6,1,1,1,1,1,1,1,""
"284",287,"100","UKRN06","Full-time","No","Year 1","3","BSc Psychology","Yes","Female ","UKRN",1,7,7,20,20,1,0,1,0,0,0,0,1,""
"285",288,"100","UKRN06","Full-time","No","Year 2","3","BSc psychology ","Yes","Female ","UKRN",1,16,16,22,22,8,0,1,1,1,1,1,1,""
"286",289,"100","UKRN06","Full-time","No","Final Year","3","Psychological Science","Yes","Female","UKRN",1,15,15,26,26,5,4,1,1,1,0,0,1,""
"287",290,"100","UKRN06","Full-time","No","Year 1","3","Bsc psychology","Yes","Female","UKRN",1,4,4,18,18,7,3,0,NA,9999,0,0,1,""
"288",291,"100","UKRN06","Full-time","No","Final Year","4","BSc psychology","No","Female","UKRN",1,31,31,29,29,6,0,1,1,1,1,0,1,""
"289",292,"100","UKRN06","Full-time","No","Year 1","3","Psychology (BSc)","No","female","UKRN",1,4,4,15,15,7,1,0,NA,9999,0,0,1,""
"290",293,"100","UKRN06","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,18,18,28,28,7,5,1,1,0,1,1,1,""
"291",294,"100","UKRN06","Full-time","No","Year 2","4","Psychology with Innovation","Yes","Female","UKRN",1,23,23,28,28,7,7,1,1,1,1,1,1,"I think it is important for students to know about the replicability crisis and to learn how to avoid this. They are the future of psychological research."
"292",295,"100","UKRN06","Full-time","No","Year 1","3","Psychology","Yes","female","UKRN",1,13,13,22,22,5,3,1,0,0,0,1,1,"no"
"293",296,"100","UKRN06","Full-time","No","Final Year","3","Psychological Science","Yes","Male","UKRN",1,5,5,17,17,5,3,1,1,1,0,0,1,""
"294",297,"100","UKRN01","Full-time","Yes","Placement Year","4","psychology","No","female","UKRN",1,13,13,18,18,8,3,1,1,9999,0,0,1,""
"295",298,"100","UKRN03","Full-time","No","Year 2","3","BSc Psychology","Yes","Female ","UKRN",1,3,3,14,14,4,4,0,NA,9999,0,0,1,""
"296",299,"100","UKRN06","Full-time","No","Year 1","3","Psychology BsC","Yes","Male","UKRN",1,9,9,22,22,5,0,1,1,1,0,0,1,""
"297",300,"100","UKRN06","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,28,28,29,29,7,1,1,1,1,1,1,1,"I only know about this because of modules that I opted into. It was not part of core modules. I think it is really important that the replication crisis/open science is taught to all students in core modules. "
"298",301,"100","UKRN06","Full-time","No","Year 1","3","Psychology (BSc)","No","Female","UKRN",1,11,11,26,26,6,2,1,1,1,0,0,1,"we havent talked about the accessibility of journals (and whether they should be free or not) so I havent really thought about that before, but I guess that it is important to pay for journals to support the researchers/further research. i honestly dont know if its unethical to publish your own research in a journal that is free to access  "
"299",302,"100","UNI04","Full-time","No","Final Year","4","BSc Psychology with a year abroad","Yes","Female","Non-UKRN",1,24,24,24,24,6,2,1,1,1,0,0,1,""
"300",303,"100","UNI04","Full-time","No","Final Year","3","PSYCHOLOGY","Yes","FEMALE","Non-UKRN",1,4,4,17,17,2,6,1,0,0,0,0,1,""
"301",304,"100","UNI04","Full-time","No","Final Year","3","Psychology","No","Female","Non-UKRN",1,19,19,29,29,5,2,0,NA,9999,1,0,1,""
"302",305,"100","UNI04","Full-time","No","Final Year","3","Bsc Psychology","Yes","female ","Non-UKRN",1,5,5,16,16,5,0,1,1,1,0,0,0,""
"303",306,"100","UNI04","Full-time","No","Final Year","4","Psychology with a year abroad","Yes","Female","Non-UKRN",1,11,11,18,18,8,3,1,0,9999,0,0,1,""
"304",307,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Male","UKRN",1,5,5,15,15,5,5,0,NA,9999,0,0,1,"no"
"305",308,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,11,11,19,19,1,0,0,NA,9999,0,0,1,""
"306",309,"100","UKRN01","Full-time","No","Year 2","3","Psychology BSc","Yes","Male","UKRN",1,16,16,22,22,7,4,1,0,9999,0,0,0,""
"307",310,"100","UNI07","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,2,2,11,11,7,1,0,NA,9999,0,0,1,""
"308",311,"100","UNI07","Full-time","Yes","Year 2","3","BSc Psychology ","Yes","Female","Non-UKRN",1,6,6,16,16,5,3,0,NA,9999,0,0,1,""
"309",312,"100","UNI07","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,7,7,20,20,5,3,0,NA,9999,0,0,1,""
"310",313,"100","UNI07","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,4,4,17,17,5,3,0,NA,9999,0,0,1,""
"311",314,"100","UNI07","Full-time","No","Year 2","3","Abnormal and clinical psychology","No","Female ","Non-UKRN",1,8,8,20,20,6,4,0,NA,9999,0,0,1,""
"312",315,"100","UNI07","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,6,6,15,15,2,0,1,1,0,0,0,1,""
"313",316,"100","UNI07","Full-time","No","Year 2","3","abnormal and clinical psychology","Yes","female","Non-UKRN",1,3,3,16,16,8,4,0,NA,9999,0,0,1,""
"314",317,"100","UKRN08","Full-time","No","Final Year","3","Bsc Psychology","Yes","Female","UKRN",1,-6,-6,6,6,2,1,1,1,1,0,0,1,""
"315",318,"100","UKRN08","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","UKRN",1,7,7,22,22,3,5,1,1,1,1,0,1,"I used the open science framework for my dissertation, but feel like enough emphasis wasn’t placed on the topic in my course "
"316",319,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Female ","UKRN",1,12,12,25,25,5,3,1,1,1,1,1,1,""
"317",320,"100","UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,17,17,27,27,8,3,1,1,1,1,1,1,"I’ve just written my dissertation on this "
"318",321,"100","UNI07","Full-time","No","Year 2","3","Psychology Bsc","No","Female ","Non-UKRN",1,7,7,17,17,6,2,0,NA,9999,0,0,1,""
"319",322,"100","UKRN05","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,-1,-1,22,22,1,0,0,NA,9999,0,0,1,""
"320",323,"100","UKRN05","Full-time","Yes","Year 1","3","Psychology ","Yes","Female ","UKRN",1,10,10,15,15,2,2,1,0,0,0,0,1,""
"321",325,"100","UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,7,7,24,24,1,3,0,NA,9999,0,0,1,""
"322",326,"100","UKRN05","Full-time","Yes","Year 1","4","Psychology BSc","Yes","female","UKRN",1,3,3,16,16,6,2,0,NA,9999,1,0,1,""
"323",327,"100","UKRN05","Full-time","No","Year 1","3","psychology","No","female","UKRN",1,4,4,17,17,3,1,1,1,1,0,0,1,""
"324",328,"100","UKRN05","Full-time","No","Year 1","3","Psychology Bsc","No","female","UKRN",1,3,3,14,14,3,2,1,0,1,0,0,1,""
"325",329,"100","UKRN05","Full-time","No","Year 1","3","Psychology Bsc","No","Female","UKRN",1,2,2,19,19,2,1,0,NA,9999,0,0,1,""
"326",330,"46","UKRN03","Full-time","No","Year 1","3","psychology bcc","Yes","female","UKRN",1,NA,NA,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"327",331,"100","UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Female ","UKRN",1,28,28,32,32,6,3,1,1,1,1,1,1,""
"328",332,"100","UKRN06","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,19,19,24,24,1,5,1,1,0,1,1,1,""
"329",333,"46","UKRN06","Full-time","No","Year 2","3","Bsc Psychology ","No","Male","UKRN",1,NA,NA,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"330",334,"100","UKRN05","Full-time","No","Year 1","3","Psychology BSc","No","Female","UKRN",1,6,6,18,18,3,3,0,NA,9999,0,0,1,""
"331",335,"100","UKRN01","Full-time","No","Year 2","3","Psychology BSc (Hons)","Yes","Female","UKRN",1,14,14,21,21,5,3,0,NA,9999,0,0,1,""
"332",336,"100","UKRN05","Full-time","No","Year 1","3","BSc Psychology","Yes","Non-Binary","UKRN",1,7,7,17,17,1,0,0,NA,9999,0,0,0,""
"333",337,"100","UKRN05","Full-time","No","Year 1","3","Psychology BSc","Yes","woman","UKRN",1,12,12,22,22,8,4,0,NA,9999,0,0,1,""
"334",338,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,14,14,25,25,3,1,0,NA,9999,0,0,1,""
"335",339,"100","UKRN01","Full-time","Yes","Year 1","3","Psychology","Yes","Male","UKRN",1,20,20,25,25,3,1,1,0,0,0,0,1,""
"336",340,"100","UKRN05","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,3,3,15,15,2,1,0,NA,9999,0,0,1,""
"337",341,"100","UNI19","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female","Non-UKRN",1,7,7,21,21,3,1,1,1,1,0,0,1,""
"338",342,"100","UNI19","Full-time","No","Final Year","3","Psychology","Yes","F","Non-UKRN",1,4,4,12,12,1,1,1,0,9999,0,0,1,""
"339",343,"100","UNI19","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,11,11,18,18,0,5,0,NA,9999,0,0,1,""
"340",344,"100","UNI19","Full-time","No","Year 2","3","Psychology","No","Male","Non-UKRN",1,15,15,19,19,8,0,1,1,1,0,0,1,""
"341",345,"100","UNI21","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,12,12,18,18,3,2,1,1,1,0,0,1,""
"342",346,"100","UNI21","Full-time","No","Final Year","3","BSc Psychology ","No","Female ","Non-UKRN",1,15,15,18,18,7,1,1,1,1,0,1,1,"I took in a lot knowledge about stats and research methods during my course but failed to understand them very well "
"343",347,"100","UNI21","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,12,12,21,21,3,5,1,1,1,0,0,1,""
"344",348,"100","UNI21","Full-time","No","Final Year","3","Psychology BSc (Hons)","No","Female","Non-UKRN",1,14,14,18,18,2,6,0,NA,9999,0,0,1,""
"345",349,"100","UNI21","Full-time","Other (Please specify)","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,11,11,22,22,1,0,1,1,0,0,0,0,""
"346",350,"100","UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc psychology","Yes","Male","Non-UKRN",1,15,15,23,23,3,5,1,1,1,0,0,1,"The first section was hard to complete as its not a black or white issue it depends on individual research, e.g. should materials be shared, yes, but only after they have been peer reviewed and published as this means the original author gets credit but the materials are open source so other researchers can now build on their work. The same goes for free journals, this seems resonable because ive seen some key articles priced upwards of £100, without funding this is too much, rather than prices being free maybe a base rate e.g. articles ahould be priced based on pages 1-10 pages is 2.99 11-15 is 4.99 etc. In terms of the replication crisis all original materials should be included, i always include my full questionaire and spss variable view in my appendix to show how i achieved my results, this allows for my work to be fully criticised and repeated to verify my results, if a researcher does not share original materials then i have little value in their work and assume it cannot be replicated "
"347",351,"100","UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,4,4,19,19,8,4,0,NA,9999,0,0,1,""
"348",352,"100","UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","female","Non-UKRN",1,5,5,22,22,6,3,1,1,1,1,0,1,"understandable researchers want money for their papers they put hard work in but normally costs too much for a student to afford "
"349",353,"100","UNI21","Full-time","Yes","Year 2","3","Psychology bsc","No","Female","Non-UKRN",1,9,9,19,19,5,1,1,1,9999,0,0,1,""
"350",354,"100","UNI19","Full-time","No","Year 1","3","BSc Psychology ","No","female","Non-UKRN",1,7,7,21,21,2,1,0,NA,9999,0,0,1,""
"351",355,"100","UNI21","Full-time","Other (Please specify)","Placement Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,6,6,21,21,7,3,1,0,1,1,1,1,""
"352",356,"100","UNI20","Full-time","Other (Please specify)","Year 2","3","Psychology BSc","No","Female ","Non-UKRN",1,8,8,19,19,5,3,0,NA,9999,0,0,1,""
"353",357,"100","UNI20","Full-time","No","Final Year","3","Bsc (Hons) Psychology ","No","Female ","Non-UKRN",1,7,7,15,15,7,1,0,NA,9999,1,0,1,""
"354",358,"100","UNI21","Full-time","No","Year 2","3","BSc Psychology ","No","Female","Non-UKRN",1,9,9,16,16,4,4,1,0,1,0,0,1,""
"355",359,"100","UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female","Non-UKRN",1,11,11,18,18,0,8,1,0,1,1,1,1,""
"356",360,"100","UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,6,6,20,20,4,4,1,1,1,0,0,1,""
"357",361,"100","UNI19","Full-time","No","Year 1","3","Psychology ","No","female ","Non-UKRN",1,7,7,17,17,4,4,0,NA,9999,1,0,1,""
"358",362,"100","UNI22","Full-time","No","Year 1","3","Psychology with Counselling","No","Demiguy","Non-UKRN",1,18,18,20,20,0,1,0,NA,9999,0,0,1,""
"359",363,"100","UNI22","Full-time","No","Final Year","4","Psychology BSc","Yes","Male","Non-UKRN",1,5,5,14,14,3,3,1,1,0,1,1,1,""
"360",364,"100","UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male ","Non-UKRN",1,10,10,22,22,4,4,1,1,0,0,1,1,""
"361",365,"100","UNI21","Full-time","Yes","Year 1","3","Psychology ","No","Female","Non-UKRN",1,15,15,24,24,4,3,1,1,1,1,1,1,"N/A"
"362",366,"100","UNI21","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female","Non-UKRN",1,13,13,18,18,3,5,0,NA,9999,0,0,1,"This survey has really highlighted to me that even after 3 years in university I lack an awareness on many areas within research methods, a lot of the things mentioned within this survey I had never heard of before and really struggled to answer the questions. "
"363",367,"100","UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,11,11,18,18,3,0,0,NA,9999,0,0,1,""
"364",368,"100","UNI22","Full-time","Yes","Year 2","3","Psychology with Behaviour Analysis ","Yes","Female","Non-UKRN",1,6,6,18,18,2,1,0,NA,9999,0,0,1,""
"365",369,"100","UNI19","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,17,17,23,23,3,0,1,1,1,0,1,1,""
"366",370,"100","UNI21","Full-time","Yes","Year 2","4","Psychology","No","Female","Non-UKRN",1,23,23,23,23,1,1,1,1,1,0,0,1,""
"367",371,"100","UNI21","Full-time","Other (Please specify)","Placement Year","3","Psychology/ Psychology with year of professional placement ","No","male","Non-UKRN",1,21,21,25,25,0,5,1,1,1,1,0,1,"well designed survey and well tailored to my course"
"368",372,"100","UNI21","Full-time","No","Final Year","3","BScHons Psychology","No","Female","Non-UKRN",1,5,5,13,13,3,2,1,1,0,0,0,1,""
"369",373,"100","UNI22","Full-time","No","Year 2","3","\psychology with criminology","Yes","female","Non-UKRN",1,17,17,18,18,0,4,1,0,0,1,0,1,""
"370",374,"100","UKRN05","Full-time","No","Year 1","3","BSc psychology ","No","Female ","UKRN",1,9,9,15,15,3,2,0,NA,9999,0,0,0,""
"371",375,"100","UNI19","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,0,0,14,14,4,4,0,NA,9999,0,0,0,""
"372",376,"100","UNI22","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","Non-UKRN",1,16,16,21,21,4,4,0,NA,9999,0,0,1,""
"373",377,"100","UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,4,4,14,14,4,3,1,0,1,0,0,1,""
"374",378,"100","UNI19","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","Non-UKRN",1,9,9,18,18,5,2,1,0,1,0,0,1,""
"375",379,"100","UNI22","Full-time","No","Year 2","3","psychology with developmental disorders","No","female","Non-UKRN",1,3,3,14,14,1,3,1,0,0,0,0,1,"undergraduates should learn more about ethic issues and principles"
"376",380,"100","UNI20","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,11,11,18,18,5,2,0,NA,9999,1,1,1,""
"377",381,"100","UNI22","Full-time","No","Year 1","3","Psychology with behavioural analysis","Yes","Female","Non-UKRN",1,12,12,23,23,3,0,1,0,1,0,0,1,""
"378",382,"100","UNI21","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,8,8,19,19,4,1,0,NA,9999,0,0,1,""
"379",383,"100","UKRN05","Full-time","Other (Please specify)","Year 1","3","BSc psychology ","Yes","Female","UKRN",1,12,12,20,20,4,0,0,NA,9999,0,0,1,""
"380",384,"100","UNI24","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,7,7,16,16,5,3,1,1,0,0,0,1,""
"381",385,"100","UNI24","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female ","Non-UKRN",1,5,5,19,19,8,3,1,0,0,0,0,1,""
"382",386,"100","UNI24","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,8,8,12,12,0,0,0,NA,9999,0,0,1,""
"383",387,"100","UNI24","Full-time","Other (Please specify)","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,12,12,15,15,4,4,0,NA,9999,0,0,1,""
"384",388,"100","UNI24","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,2,2,20,20,4,4,0,NA,9999,1,0,1,""
"385",389,"100","UNI24","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,8,8,19,19,8,0,0,NA,9999,0,0,1,""
"386",390,"100","UNI24","Full-time","No","Year 1","3","Psychology and Criminology","Yes","Female","Non-UKRN",1,8,8,19,19,3,0,0,NA,9999,0,0,1,""
"387",391,"100","UNI24","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female","Non-UKRN",1,-3,-3,16,16,8,0,0,NA,9999,0,0,1,""
"388",392,"100","UNI24","Full-time","Yes","Year 1","3","Psychology of sport","Yes","Male","Non-UKRN",1,9,9,19,19,3,1,0,NA,9999,0,0,0,""
"389",393,"100","UKRN01","Full-time","Yes","Year 1","4","Psychology BSc","Yes","Female","UKRN",1,8,8,18,18,6,2,0,NA,9999,0,0,1,""
"390",394,"100","UNI24","Full-time","No","Year 1","1","Media Psychology","No","Male","Non-UKRN",1,7,7,15,15,6,4,0,NA,9999,0,0,1,""
"391",395,"100","UNI24","Full-time","No","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,6,6,20,20,7,6,0,NA,9999,1,0,0,""
"392",396,"100","UNI24","Full-time","No","Year 1","3","Psychology of Human and Animal Behaviour","No","Female","Non-UKRN",1,8,8,23,23,5,2,0,NA,9999,0,0,1,""
"393",397,"100","UNI22","Full-time","No","Year 2","3","Psychology with Behaviour Analysis","Yes","Female","Non-UKRN",1,8,8,10,10,3,5,0,NA,9999,0,0,0,""
"394",398,"100","UNI21","Full-time","Yes","Year 2","4","Psychology of Ageing","Yes","Female ","Non-UKRN",1,6,6,16,16,1,1,0,NA,9999,0,0,1,""
"395",399,"100","UNI24","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,9,9,16,16,3,5,0,NA,9999,0,0,1,""
"396",400,"100","UKRN03","Full-time","No","Year 1","3","Bsc Psychology","Yes","Female","UKRN",1,8,8,15,15,3,2,0,NA,9999,0,0,1,""
"397",401,"100","UNI19","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,14,14,23,23,6,4,0,NA,9999,0,0,1,""
"398",402,"100","UKRN03","Full-time","No","Year 2","3","Criminology and Psychology","Yes","Female ","UKRN",1,10,10,19,19,2,2,1,1,1,0,0,1,""
"399",403,"100","UNI19","Full-time","Yes","Year 2","3","BSc Hons Psychology ","Yes","Female","Non-UKRN",1,9,9,12,12,2,1,0,NA,9999,0,1,1,"No. "
"400",404,"100","UKRN03","Full-time","No","Year 1","3","Psychology Bsc (Hons)","No","Female","UKRN",1,17,17,20,20,3,5,0,NA,9999,0,0,1,""
"401",405,"100","UKRN03","Full-time","No","Final Year","3","BSc (hons) Psychology","No","Woman","UKRN",1,21,21,28,28,7,3,1,1,1,1,1,1,""
"402",406,"100","UKRN03","Full-time","No","Year 1","4","MPsych Hons ","Yes","Female","UKRN",1,2,2,10,10,4,4,0,NA,9999,1,1,0,""
"403",407,"100","UNI24","Full-time","No","Year 2","3","Psychology and Criminology","Yes","Female","Non-UKRN",1,7,7,19,19,3,2,0,NA,9999,0,0,1,""
"404",408,"100","UKRN03","Full-time","Other (Please specify)","Year 1","4","Psychology and French Studies","Yes","Female ","UKRN",1,5,5,18,18,1,1,1,0,1,0,0,1,""
"405",409,"100","UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,17,17,24,24,5,3,1,1,1,0,0,1,"I think understanding this topic is majorly important in learning psychology as a discipline. Even if you arent going to progress into research it is important to know that just because a paper has been published somewhere once that you still need to look at it critically. "
"406",410,"100","UNI21","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,13,13,16,16,4,4,1,1,1,0,0,1,""
"407",411,"100","UKRN03","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female","UKRN",1,7,7,22,22,7,1,1,1,1,0,0,1,""
"408",412,"100","UNI19","Full-time","No","Year 2","3","Psychology","No","female ","Non-UKRN",1,8,8,19,19,3,5,1,1,0,0,0,1,""
"409",413,"100","UNI22","Full-time","No","Year 2","3","Sports psychology bsc ","No","Female ","Non-UKRN",1,12,12,14,14,7,1,1,0,0,0,0,1,""
"410",414,"100","UNI25","Full-time","No","Final Year","3","Psychology with Counselling","No","Female","Non-UKRN",1,15,15,18,18,7,0,0,NA,9999,0,0,1,""
"411",415,"100","UKRN03","Full-time","No","Year 1","3","BA (hons) Psychology","Yes","Female","UKRN",1,13,13,17,17,2,0,1,1,1,0,0,1,""
"412",416,"100","UNI24","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,18,18,21,21,4,2,0,NA,9999,0,0,1,""
"413",417,"100","UKRN03","Full-time","Other (Please specify)","Year 1","4","Psychology and Spanish studies ","No","Female ","UKRN",1,10,10,21,21,4,3,1,0,9999,0,0,1,""
"414",418,"100","UNI25","Full-time","Other (Please specify)","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,4,4,11,11,5,2,1,1,0,0,1,0,""
"415",419,"100","UNI24","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,10,10,19,19,6,4,0,NA,9999,0,0,1,""
"416",420,"100","UKRN03","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","UKRN",1,21,21,19,19,3,5,1,1,9999,1,1,1,""
"417",421,"100","UKRN03","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,9,9,21,21,6,2,0,NA,9999,0,0,1,""
"418",422,"100","UNI25","Full-time","No","Final Year","3","Psychology with counselling ","Yes","Female ","Non-UKRN",1,14,14,16,16,3,2,1,0,9999,0,0,1,""
