"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1","Q5","Q6","Q26","Q14","Q9","Q9_3_TEXT","Q15","Q2nd.Year9","Q8","Q17","Q11","Q12","Q13","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q28_13","Q28_14","Q28_15","Q28_16","Q18.1_1","Q18.1_2","Q18.1_3","Q18.1_4","Q18.1_5","Q18.1_6","Q18.1_7","Q18.1_8","Q18.2_1","Q18.2_2","Q18.2_3","Q18.2_4","Q18.2_5","Q18.2_6","Q18.2_7","Q18.2_8","Q22","Q23","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q48","Q47"
"173","02/03/2022 17:48","02/03/2022 18:06","0","26","1055","0","09/03/2022 18:06","R_3EFia0Wdn8aNDNH","anonymous","EN","1","","UNI77","","","","","","0","","","","","2","4","2","4","3","3","4","2","3","3","3","1","2","4","3","1","5","","","","","","","","","0","0","0","0","0","0","0","0","3","2","2","4","5","4","5","4","","","","","","",""
"174","03/03/2022 02:58","03/03/2022 03:00","0","10","128","0","10/03/2022 03:00","R_2TBpxZc3l20aJbt","anonymous","EN","1","","UNI77","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","",""
"175","13/03/2022 06:25","13/03/2022 06:43","0","53","1057","0","20/03/2022 06:43","R_1hBkExk4SnMhaL9","anonymous","EN","1","","UNI77","","","","","","0","","","","","1","4","2","4","1","5","1","4","1","4","2","4","1","3","4","1","4","","","1","","","","","","0","0","1","0","0","0","0","0","5","1","2","5","4","4","2","5","2","","","2","2","3",""
"176","07/03/2022 05:49","07/03/2022 06:38","0","100","2939","1","07/03/2022 06:38","R_DugKkCdJjs1alaN","anonymous","EN","1","","UNI77","","","","","","1st Year","","","","","2","4","2","4","1","4","3","3","3","3","2","4","2","3","3","2","3","1","1","1","","","","","1","0","0","0","0","0","0","0","0","4","2","4","4","4","2","4","3","3","","","3","3","1",""
"177","02/03/2022 08:39","02/03/2022 08:49","0","13","596","0","09/03/2022 08:49","R_1Ft9zAM7bWcA3dH","anonymous","EN","1","","UNI77","","","","","","0","","","","","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"178","07/03/2022 06:59","07/03/2022 08:57","0","100","7070","1","07/03/2022 08:57","R_W9dYcoRBtSsSXPr","anonymous","EN","1","","UNI01","","","","","","1st Year","","","","","2","4","2","3","2","5","1","5","3","4","3","4","2","3","4","3","3","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","2","3","4","2","4","3","2","4","3","","","1","1","1",""
"179","07/03/2022 14:01","07/03/2022 14:39","0","100","2275","1","07/03/2022 14:39","R_1ifUtaneA5BgMlo","anonymous","EN","1","","UNI01","","","","","","1st Year","","","","","2","5","1","5","1","3","1","5","1","5","1","3","1","3","3","1","1","1","","","","","","","","0","0","0","0","0","0","0","0","5","2","4","2","3","3","2","4","2","","","2","3","3",""
"180","08/03/2022 14:28","08/03/2022 14:48","0","63","1222","0","15/03/2022 15:48","R_ZJLMAfQyx6WlCXn","qr","EN","1","","UNI01","","","","","","2nd Year","","","","","2","5","2","5","3","3","2","5","1","4","4","4","4","4","3","1","5","1","1","1","","","1","","1","1","1","1","0","0","1","0","1","3","2","5","2","4","3","4","4","1","1","Difficult to replicate studies","3","3","1",""
"181","17/03/2022 04:23","17/03/2022 05:06","0","100","2623","1","17/03/2022 05:06","R_urIw0sDWM0hjWBr","anonymous","EN","1","","UNI78","","","","","","2nd Year","","","","","2","5","1","4","1","3","2","2","4","3","2","4","1","4","1","3","4","1","1","1","1","1","","1","1","1","0","1","1","1","0","0","0","4","2","5","2","4","5","1","4","1","1","Concern for findings, experiments and conclusions not being replicated and worry for the different reasons and what it means for conducting science","1","1","1","Thank you. I think these issues are somehow important even on the UG level, but mostly for anyone who wants to call themselves educated. Yet there's should be ways of communicating this to the general public sensibly"
"182","13/03/2022 05:36","13/03/2022 05:55","0","10","1175","0","20/03/2022 05:55","R_1LIffKGK2YM3ZLP","anonymous","EN","1","","UNI82","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","1","","","","","",""
"183","21/03/2022 04:01","21/03/2022 04:47","0","100","2779","1","21/03/2022 04:47","R_1jrYTbbMa9QL9CH","anonymous","EN","1","","UNI82","","","","","","3rd Year","","","","","1","5","2","5","1","5","1","5","2","4","1","5","2","4","3","3","4","1","1","1","1","","","1","1","0","0","1","1","0","0","1","1","4","1","5","2","3","4","1","4","1","1","Many research findings have proven difficult to replicate","3","1","1","I think there should be an effort to make sure we understand this"
"184","15/03/2022 11:53","15/03/2022 12:35","0","100","2551","1","15/03/2022 12:35","R_264oFrT8dvrzv7y","anonymous","EN","1","","UNI52","","","","","","1st Year","","","","","1","4","2","3","2","4","2","4","2","4","2","5","2","2","4","2","4","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","4","3","4","4","4","4","2","3","1","1","Studies are too hard to replicate","3","1","1",""
"185","15/03/2022 12:25","15/03/2022 12:47","0","100","1336","1","15/03/2022 12:47","R_cBBOk3mob1hlGrT","anonymous","EN","1","","UNI52","","","","","","3rd Year","","","","","2","4","1","5","4","3","4","4","1","4","2","5","1","3","1","4","5","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","4","2","5","5","5","1","4","3","2","","","3","1","1",""
"186","15/03/2022 11:57","15/03/2022 12:59","0","100","3765","1","15/03/2022 12:59","R_2qeCQd4lwrRw7mB","anonymous","EN","1","","UNI52","","","","","","2nd Year","","","","","2","4","3","4","4","2","2","2","4","4","4","4","2","4","2","3","3","1","1","1","","","1","","1","1","1","0","0","0","0","0","1","4","4","3","4","3","4","4","3","1","1","Where studies are challenging/impossible to reproduce","1","1","1",""
"187","15/03/2022 13:12","15/03/2022 14:01","0","100","2919","1","15/03/2022 14:01","R_3wRzJxainFslIJz","anonymous","EN","1","","UNI52","","","","","","1st Year","","","","","2","5","2","5","5","5","3","5","1","3","3","2","2","3","2","4","2","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","5","2","5","4","5","5","5","4","1","1","Issue that many studies in psychology are never repeated.","3","1","1",""
"188","15/03/2022 12:18","15/03/2022 14:21","0","100","7380","1","15/03/2022 14:21","R_sOra5b4aSMXSZJn","anonymous","EN","1","","UNI52","","","","","","3rd Year","","","","","2","5","1","5","1","5","1","5","1","5","1","5","1","5","1","4","3","1","1","1","1","","1","1","1","0","0","1","1","0","1","0","0","5","1","5","1","5","5","1","5","1","1","It is very difficult to replicate scientific studies as the original reports often failed to include all the relevant information or changed details after the fact without reporting them","1","1","1",""
"189","15/03/2022 17:39","15/03/2022 17:56","0","100","1058","1","15/03/2022 17:56","R_1dn2C8H9z4RR3LD","anonymous","EN","1","","UNI52","","","","","","2nd Year","","","","","2","4","2","4","2","4","1","1","1","4","1","3","3","3","3","3","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","3","5","4","4","3","3","3","3","2","","","1","1","1",""
"190","20/03/2022 18:44","20/03/2022 19:15","0","100","1860","1","20/03/2022 19:15","R_6g6cxu0ruIsgGJz","anonymous","EN","1","","UNI52","","","","","","3rd Year","","","","","2","5","1","4","1","4","2","4","2","4","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","4","1","4","5","3","4","4","4","2","","","2","2","1",""
"191","15/03/2022 12:07","15/03/2022 12:08","0","8","50","0","22/03/2022 12:08","R_3luANrRv3qXmaKJ","anonymous","EN","1","","UNI52","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"192","15/03/2022 12:55","15/03/2022 13:19","0","75","1460","0","22/03/2022 13:19","R_3dY4cAjJRy1FmyO","anonymous","EN","1","","UNI52","","","","","","1st Year","","","","","2","5","1","4","2","4","2","5","1","5","1","1","1","4","4","2","4","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","0","5","1","5","5","2","4","2","2","1","1","continuing a study until the desired result is obtained","2","1","1",""
"193","15/03/2022 12:15","15/03/2022 13:29","0","36","4402","0","22/03/2022 13:29","R_2thbMVU34L7kegz","anonymous","EN","1","","UNI52","","","","","","0","","","","","2","5","2","3","3","5","3","5","2","5","5","2","2","3","5","3","3","1","","1","","","1","","","0","0","1","0","0","0","0","0","4","2","1","3","4","3","4","3","2","","","1","3","1",""
"194","15/03/2022 12:21","15/03/2022 16:01","0","8","13256","0","22/03/2022 16:01","R_1dKpwKTll7aW7Zp","anonymous","EN","1","","UNI52","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"195","16/03/2022 08:31","16/03/2022 08:48","0","53","1042","0","23/03/2022 08:48","R_2zTGYVp2eiEZZcV","anonymous","EN","1","","UNI52","","","","","","0","","","","","2","5","2","4","3","4","2","5","2","5","3","4","2","3","4","3","2","1","","1","1","","1","","1","0","0","1","1","0","1","0","0","4","3","5","4","2","4","2","3","1","1","where studies are struggling to be replicated properly to prove reliability as people are doing things like falsifying data","1","1","1",""
"196","08/03/2022 00:56","08/03/2022 01:26","0","100","1791","1","08/03/2022 01:26","R_PwyLe31N98Ck47L","anonymous","EN","1","","UNI79","","","","","","2nd Year","","","","","2","5","1","3","1","5","3","3","3","5","1","4","1","4","1","1","5","1","","1","","","","","","0","0","1","0","0","0","0","0","5","2","5","4","5","1","3","3","3","","","2","2","1",""
"197","07/03/2022 13:55","07/03/2022 14:56","0","100","3662","1","07/03/2022 14:56","R_1rCC9QZwCRPsZ9e","anonymous","EN","1","","UNI79","","","","","","1st Year","","","","","1","4","2","4","2","4","2","5","4","4","2","3","2","3","2","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","2","3","4","3","4","4","2","4","2","","","3","3","1",""
"198","08/03/2022 02:26","08/03/2022 03:05","0","100","2310","1","08/03/2022 03:05","R_1KdmUvfiYCRZ5D9","anonymous","EN","1","","UNI79","","","","","","1st Year","","","","","2","5","1","5","4","5","3","5","2","5","3","5","2","3","5","2","4","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","5","2","4","4","5","4","3","4","2","","","2","2","1","I am only in my second semester, so IÇƒÙm thinking that year 3 students probably have a lot more knowledge and I donÇƒÙt know if my answers would indicate something about the way of teaching in my school. I would know much more if I had studied for a longer period of time. "
"199","08/03/2022 08:18","08/03/2022 08:45","0","100","1653","1","08/03/2022 08:45","R_2fvzPkxfX1LJXLo","anonymous","EN","1","","UNI79","","","","","","2nd Year","","","","","1","5","1","4","2","5","2","5","1","5","1","5","2","4","1","2","5","1","","1","","1","1","","1","1","0","1","0","1","1","0","1","4","4","5","2","4","4","1","4","1","3","Some studies cannot be tested","2","3","3",""
"200","08/03/2022 08:27","08/03/2022 08:48","0","100","1287","1","08/03/2022 08:48","R_cTMEfpP5tPNRIJj","anonymous","EN","1","","UNI79","","","","","","2nd Year","","","","","2","4","4","2","5","2","5","4","2","4","3","5","3","2","2","1","5","1","1","1","1","1","1","1","1","0","0","0","1","1","0","1","0","1","3","3","5","4","2","2","2","3","","","3","3","1",""
"201","08/03/2022 08:18","08/03/2022 09:17","0","100","3528","1","08/03/2022 09:17","R_3EsBbAr1XQIbnjx","anonymous","EN","1","","UNI79","","","","","","3rd Year","","","","","2","4","2","5","1","5","2","5","1","5","1","4","1","4","3","2","4","1","1","1","","1","1","1","1","0","0","0","0","0","0","0","0","4","2","5","4","3","4","2","4","1","2","methodological issue where replciations don't produce the same result as original study","2","2","1","This was very heavily quant-focussed. Some things like adding additional participants for ex is not so problematic for a qual study."
"202","08/03/2022 08:19","08/03/2022 11:18","0","100","10735","1","08/03/2022 11:18","R_33DZM8ItmoFUEeg","anonymous","EN","1","","UNI79","","","","","","1st Year","","","","","2","5","1","5","5","5","5","5","5","1","5","4","1","2","5","1","1","","","","","","","1","1","0","0","0","0","0","0","0","0","5","5","1","5","1","1","4","4","1","1","Difficulty to replicate some scientific studies","3","3","1",""
"203","07/03/2022 13:17","07/03/2022 13:35","0","10","1104","0","14/03/2022 14:35","R_2OZsrw50ybPDCKN","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","3","","","","","",""
"204","08/03/2022 06:23","08/03/2022 06:26","0","19","152","0","15/03/2022 07:26","R_3iL4yS8820K57Qh","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","1","1","","","1","","1","0","1","1","0","0","1","0","0","","","","","","","","","2","","","2","2","2",""
"205","08/03/2022 07:51","08/03/2022 08:08","0","63","1066","0","15/03/2022 09:08","R_3qQgn8gK4PlcbgM","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","4","2","4","1","4","1","4","3","4","1","4","1","4","2","2","3","1","","1","","","1","","1","0","0","1","0","0","0","0","1","4","2","4","2","5","4","2","3","2","","","2","2","1",""
"206","08/03/2022 08:17","08/03/2022 08:26","0","36","516","0","15/03/2022 09:26","R_1CJbly3NdB5rMBH","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","4","3","4","2","3","1","5","1","4","4","4","1","4","3","2","3","","","1","1","","1","","1","0","0","1","1","0","1","0","0","4","4","2","4","4","4","4","3","1","1","difficult or impossible to reproduce ","2","2","1","There is a ton of information to be taught to students but information is given on lecture slides without helping us to comprehend or understand and it normally puts us off doing Research Methods "
"207","08/03/2022 08:18","08/03/2022 08:37","0","79","1161","0","15/03/2022 09:37","R_V53g2Zgv66zGTuN","anonymous","EN","1","","UNI79","","","","","","1st Year","","","","","4","4","2","4","2","4","4","4","2","2","4","4","2","4","4","2","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","1","4","4","1","5","5","2","4","4","2","","","2","3","3",""
"208","08/03/2022 11:00","08/03/2022 11:09","0","61","536","0","15/03/2022 12:09","R_12r9B5tOB5VvMnV","anonymous","EN","1","","UNI79","","","","","","2nd Year","","","","","2","4","2","4","2","3","3","4","2","4","3","4","2","3","3","2","4","","","1","1","","1","","1","0","0","0","0","0","0","0","0","2","2","4","4","5","2","2","3","1","1","Scientific studies that are hard to replicate","3","2","1",""
"209","08/03/2022 08:18","08/03/2022 08:34","0","88","973","0","15/03/2022 09:34","R_2zP8Pyq1VrJszZO","anonymous","EN","1","","UNI79","","","","","","3rd Year","","","","","2","4","1","4","4","2","3","4","3","4","4","4","1","3","1","2","4","","","","","","","","1","0","0","0","0","0","0","0","0","4","2","3","4","3","2","2","3","2","","","2","3","1",""
"210","09/03/2022 09:40","09/03/2022 09:43","0","10","174","0","16/03/2022 10:43","R_1FLmA8l50wrPVtN","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"211","09/03/2022 04:04","09/03/2022 05:13","0","100","4189","1","09/03/2022 05:13","R_12LOqSui1anY0DA","anonymous","EN","1","","UNI79","","","","","","2nd Year","","","","","2","4","2","4","3","4","3","5","2","4","3","4","2","4","4","2","4","1","","1","","","1","","1","0","0","0","0","0","0","0","0","4","3","5","4","4","2","2","4","2","","","3","2","1",""
"212","09/03/2022 03:15","09/03/2022 03:25","0","51","632","0","16/03/2022 04:25","R_3MbrF7sUprUbl18","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","5","2","4","3","3","2","5","2","4","3","2","1","3","3","3","3","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","3","3","4","2","4","4","3","3","2","","","2","3","3",""
"213","08/03/2022 13:52","08/03/2022 14:23","0","100","1832","1","08/03/2022 14:23","R_2461NuRDjqrtf8X","anonymous","EN","1","","UNI79","","","","","","3rd Year","","","","","2","4","2","2","4","2","2","4","2","4","2","4","2","4","2","2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","4","2","3","4","5","2","3","3","2","","","2","2","2",""
"214","08/03/2022 08:17","08/03/2022 08:32","0","53","911","0","15/03/2022 09:32","R_3QXIvonwchIAVM1","anonymous","EN","1","","UNI79","","","","","","0","","","","","2","5","2","5","2","3","3","5","1","5","1","4","2","4","5","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","2","4","5","3","4","4","3","4","2","","","2","2","1",""
"215","10/03/2022 08:15","10/03/2022 08:48","0","100","1958","1","10/03/2022 08:48","R_ZBQO3c4Y6bESBJ7","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","5","2","4","3","4","2","5","2","4","2","4","2","4","3","2","4","","1","","","","1","","1","0","0","0","0","0","0","0","0","4","2","4","2","2","4","1","4","1","3","An issue with the inability to replicate research within the field of psychology ","2","3","1",""
"216","12/03/2022 10:22","12/03/2022 10:43","0","100","1269","1","12/03/2022 10:43","R_2uwBmY4rRj5mfqH","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","3","3","3","3","4","4","4","3","4","3","4","4","3","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","3","2","4","4","3","4","1","3","2","","","2","3","1",""
"217","12/03/2022 10:55","12/03/2022 11:33","0","100","2289","1","12/03/2022 11:33","R_Q3zkiCrrZcBzdbr","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","1","5","5","4","3","3","5","4","4","5","1","5","5","5","2","1","1","1","1","","","","1","0","0","0","0","0","0","0","0","2","4","5","2","5","4","1","3","1","1","The issue where research is difficult to replicate, leading to poor validity","2","3","2",""
"218","12/03/2022 11:11","12/03/2022 11:50","0","100","2363","1","12/03/2022 11:50","R_3n2fwSQ6QGFhD58","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","2","2","1","2","2","4","2","4","1","2","4","1","3","3","2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","5","2","5","4","3","1","3","1","1","the difficulty of replicating studies","2","3","1","n/a"
"219","13/03/2022 08:45","13/03/2022 09:39","0","100","3234","1","13/03/2022 09:39","R_dbaB3QZSM5NrBKx","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","5","1","5","1","5","1","4","4","4","1","5","1","5","5","1","5","1","","1","1","","","","1","0","0","0","0","0","0","0","0","4","2","4","2","5","1","1","3","1","1","If a study is repeated and does not garner the same results this leads to doubts of its reliability, the results should be replicated each time the study is carried out","3","2","1",""
"220","14/03/2022 08:57","14/03/2022 09:18","0","100","1239","1","14/03/2022 09:18","R_Ray3aDy4lBdHZPb","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","4","4","4","2","5","2","4","2","4","2","4","4","2","4","","1","1","","1","1","1","1","0","1","1","0","1","1","0","1","4","2","4","4","4","4","2","2","2","","","2","3","1",""
"221","20/03/2022 08:03","20/03/2022 08:24","0","100","1222","1","20/03/2022 08:24","R_2DUpd9FM4COp5im","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","4","2","3","3","2","3","3","2","4","2","2","2","1","5","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","4","2","1","5","3","4","2","4","2","","","1","3","1",""
"222","20/03/2022 11:34","20/03/2022 12:03","0","100","1752","1","20/03/2022 12:03","R_bI3vMhfBDs5t80F","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","2","3","2","4","2","3","1","3","2","5","2","3","2","2","4","1","1","1","1","1","1","1","1","0","0","0","1","0","1","0","0","4","3","2","5","4","3","2","3","2","","","3","3","1",""
"223","22/03/2022 10:22","22/03/2022 11:37","0","100","4451","1","22/03/2022 11:37","R_12DWz1tdhGigDbY","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","4","1","4","2","3","2","3","3","4","2","4","1","4","4","2","3","1","1","1","","","1","","1","0","0","1","0","0","1","0","1","4","2","4","4","3","4","4","4","1","1","due to the individual variance in people study results are hard to replicate. ","2","3","3",""
"224","24/03/2022 04:39","24/03/2022 05:20","0","100","2477","1","24/03/2022 05:20","R_uravxGFFHeHskwh","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","5","2","5","1","5","1","3","5","3","1","3","1","4","4","3","3","1","1","1","","1","1","","1","0","0","0","0","0","0","0","0","4","1","1","5","4","3","1","3","2","","","2","2","1",""
"225","19/03/2022 12:12","19/03/2022 12:15","0","24","197","0","26/03/2022 12:15","R_2t3X6XLg9syLtiN","anonymous","EN","1","","UNI19","","","","","","0","","","","","4","3","3","3","3","3","2","3","1","1","5","3","3","1","4","4","1","","","","","","","","","0","0","0","0","0","0","0","0","1","3","5","2","4","2","1","5","","","","","","",""
"226","28/03/2022 06:55","28/03/2022 07:26","0","100","1858","1","28/03/2022 07:26","R_3kC9w8nC69oK0V1","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","3","4","2","3","2","4","3","5","2","5","1","5","1","5","2","2","3","1","1","1","1","","1","1","1","0","0","1","0","0","1","0","0","3","3","4","3","4","2","1","5","1","1","many old studies have been found to be very difficult to replicate","1","1","1",""
"227","28/03/2022 08:34","28/03/2022 09:44","0","100","4189","1","28/03/2022 09:44","R_CmpRyOBrPiVrMRz","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","4","2","3","3","5","2","4","2","5","2","3","4","3","3","1","1","1","","","","","1","0","0","0","0","0","0","0","1","4","2","3","4","4","3","2","3","3","","","1","3","1",""
"228","28/03/2022 10:10","28/03/2022 10:55","0","100","2684","1","28/03/2022 10:55","R_3OfbX5LwPIFCKPy","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","2","2","3","2","3","2","4","3","4","2","4","2","4","2","3","3","1","1","1","","","1","","1","0","0","1","0","0","1","0","0","4","3","4","2","4","4","2","4","1","2","Where the findings of certain studies are hard to replicate ","3","2","1",""
"229","28/03/2022 15:06","28/03/2022 15:26","0","100","1141","1","28/03/2022 15:26","R_2tupj7uAjSsA3th","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","2","4","2","4","2","4","2","4","2","3","2","4","2","4","4","1","","1","","1","1","","","0","0","1","0","0","1","0","0","4","2","1","3","4","4","3","4","2","","","2","3","1",""
"230","21/03/2022 12:18","21/03/2022 19:26","0","63","25708","0","28/03/2022 19:27","R_2mdrAvsAYu9B3jz","anonymous","EN","1","","UNI19","","","","","","0","","","","","2","1","2","5","2","4","3","4","2","5","2","5","1","4","4","2","4","1","","1","1","","1","","1","0","0","1","0","0","0","0","1","4","2","4","2","5","2","1","4","1","3","Being able to replicate a study to test reliability.","1","2","1",""
"231","29/03/2022 17:15","29/03/2022 18:00","0","100","2710","1","29/03/2022 18:00","R_2eUOJEGsjGXYVUg","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","4","2","4","2","5","2","5","1","5","3","4","4","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","4","3","4","3","3","4","2","4","1","1","When a paper using completely accepted experimental methods was published purporting to find evidence that people were capable of perceiving the future, which is impossible.","2","2","1",""
"232","31/03/2022 13:18","31/03/2022 15:48","0","100","8963","1","31/03/2022 15:48","R_1LGNlITB6EOHwLO","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","3","3","4","2","2","4","2","3","3","4","2","4","3","3","4","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","3","3","4","3","4","3","3","3","1","1","People were perceiving the future of their study and this is impossible ","2","3","1",""
"233","01/04/2022 08:11","01/04/2022 08:55","0","100","2653","1","01/04/2022 08:55","R_1GiPEUJC54tNmtb","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","4","2","4","2","3","4","4","4","4","2","2","2","1","4","2","4","1","1","1","1","","1","","1","0","0","0","0","0","0","0","0","4","2","4","5","4","4","3","4","2","","","1","1","1",""
"234","02/04/2022 11:52","02/04/2022 14:01","0","100","7762","1","02/04/2022 14:01","R_1q8qcmuWgdpnwSF","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","5","1","5","1","5","1","5","2","5","1","5","4","4","4","3","2","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","5","1","5","5","4","5","2","4","2","","","2","2","1",""
"235","02/04/2022 15:30","02/04/2022 16:05","0","100","2088","1","02/04/2022 16:05","R_1C7rQbCnfjwVtZD","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","3","4","3","3","2","3","4","3","3","3","1","4","3","2","5","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","4","3","5","3","4","4","2","3","3","","","3","2","1",""
"236","02/04/2022 18:07","02/04/2022 18:32","0","100","1535","1","02/04/2022 18:32","R_1FKdRny4CIBZbmS","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","4","2","4","3","4","3","5","2","4","2","5","1","4","4","2","5","1","1","1","1","1","1","","1","1","1","1","1","0","1","0","1","4","2","4","2","4","2","2","2","1","1","when researchers create conditions of an experiment which are hard to repeat in other circumstances ","3","3","1",""
"237","05/04/2022 04:41","05/04/2022 05:11","0","100","1784","1","05/04/2022 05:11","R_3jUU4Bujl3yiz8C","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","2","5","3","3","3","4","2","5","2","5","1","5","1","2","5","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","3","1","1","5","3","1","3","1","1","whether the findings of a study can be replicated and get similar results ","3","3","1",""
"238","01/04/2022 05:09","01/04/2022 05:14","0","11","286","0","08/04/2022 05:14","R_1pL30XxSSKO3qgv","anonymous","EN","1","","UNI19","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","1","","","","","",""
"239","02/04/2022 10:31","02/04/2022 10:32","0","10","63","0","09/04/2022 10:32","R_1K1rxM0egKnXv0l","anonymous","EN","1","","UNI19","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","2","","","","","",""
"240","09/04/2022 14:20","09/04/2022 14:32","0","100","699","1","09/04/2022 14:32","R_3Dnl27lSzV0s98t","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","2","4","4","1","4","4","4","4","4","4","3","4","3","4","3","3","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","5","2","5","3","2","4","3","4","2","","","3","2","1",""
"241","14/04/2022 04:09","14/04/2022 04:59","0","100","2992","1","14/04/2022 04:59","R_41He7OIkVoPtlYt","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","2","2","4","4","4","2","4","4","2","4","4","1","2","3","2","5","","","1","1","","1","","1","0","0","1","1","0","1","0","0","4","4","4","4","5","2","2","4","1","1","that many studies results cannot be replicated and therefore unreliable","2","3","1",""
"242","15/04/2022 10:30","15/04/2022 10:58","0","100","1652","1","15/04/2022 10:58","R_2yr9M1EKi975zKt","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","1","4","1","2","4","3","3","2","3","3","3","2","2","3","4","2","3","","1","1","1","1","","1","","0","1","1","1","0","0","0","0","4","3","1","3","4","2","3","3","2","","","2","3","3",""
"243","15/04/2022 14:39","15/04/2022 15:09","0","100","1839","1","15/04/2022 15:09","R_1ND5exEnbc8c6FZ","anonymous","EN","1","","UNI19","","","","","","1st Year","","","","","2","5","1","5","3","5","3","5","2","5","2","5","1","4","4","2","5","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","5","3","5","4","5","3","1","5","1","3","It is the idea that if results cannot be reproduced that they are incorrect. ","1","3","1","n/a"
